  53  3  2 19 1 1 0 1 0 0 1 1 1 0
  54  4  2 17 1 0 1 0 0 0 0 1 0 0
  55  5  2 17 1 1 1 0 1 1 0 0 0 0
  56  6  2 16 1 1 1 1 1 0 1 0 0 0
  57  7  2 15 1 1 1 0 1 1 0 0 0 0
  58  8  2 16 1 1 1 1 1 1 0 1 0 0
  59  9  2 17 1 0 0 0 0 0 0 0 0 0
  60 10  2 19 1 1 1 0 1 1 0 1 1 0
  61 11  2 20 1 1 1 1 1 1 0 1 1 1
  62 12  2 18 1 1 0 1 1 1 1 0 0 0
  63 13  2 17 1 0 1 1 0 1 1 0 0 0
  64 14  2 17 1 1 1 1 1 0 0 0 0 0
  65 15  2 16 1 0 0 1 1 1 0 1 0 0
  66 16  2 19 1 1 1 1 1 0 0 1 1 0
  67 17  2 19 1 1 1 1 1 1 0 0 0 0
  68 18  2 15 0 1 1 0 1 0 0 0 0 0
  69 19  2 16 1 1 1 0 0 0 0 0 0 0
  70 20  2 15 1 1 1 0 0 0 1 1 0 0
  71 21  2 17 1 1 0 1 1 0 1 1 0 0
  72 22  2 17 1 1 1 0 0 1 1 0 1 1
  73 23  2 19 1 1 1 0 1 1 1 0 0 0
  74 24  2 17 1 1 1 0 1 1 1 1 1 1
  75 25  2 18 1 1 1 1 1 1 1 0 0 0
  76 26  2 17 1 1 0 0 1 1 1 1 0 0
  77 27  2 16 1 1 0 1 0 1 0 1 0 0
  78 28  2 18 0 1 1 1 1 0 0 0 0 0
  79 29  2 16 1 0 1 0 0 0 0 0 0 0
  80 30  2 18 1 1 1 1 1 1 1 1 0 0
  81 31  2 14 1 1 0 1 1 0 0 0 1 0
  82 32  2 17 1 0 0 1 0 0 0 1 0 0
  83 33  2 17 0 1 1 0 1 1 0 0 0 0
  84 34  2 17 1 1 1 1 0 1 1 0 0 0
  85 35  2 16 1 0 1 0 1 0 0 0 1 0
  86 36  2 17 1 1 1 0 1 1 1 0 0 1
  87 37  2 18 1 1 1 1 1 1 0 1 1 0
  88 38  2 18 1 1 1 1 1 0 1 0 0 0
  89 39  2 18 1 1 1 0 0 1 0 0 0 0
  90 40  2 18 1 1 0 0 1 0 0 0 0 0
  91 41  2 16 1 1 0 1 1 1 0 0 0 0
  92 42  2 17 1 1 1 1 1 1 0 1 0 0
  93 43  2 15 1 1 1 1 1 1 1 1 0 0
  94 44  2 15 1 1 1 1 1 0 0 1 0 0
  95 45  2 17 1 1 1 1 0 0 1 1 0 1
  96 46  2 17 1 1 1 1 0 1 1 0 0 0
  97 47  2 17 0 1 0 0 0 0 0 0 0 0
  98 48  2 15 1 0 1 0 1 0 0 1 0 0
  99 49  2 17 1 1 1 1 0 0 1 1 0 0
 100 50  2 19 1 1 1 1 0 0 0 0 0 1
 101  1  3 17 1 1 0 1 1 1 0 1 1 1
 102  2  3 18 0 1 1 1 1 1 0 0 0 0
 103  3  3 18 1 1 1 1 0 1 1 0 0 0
 104  4  3 16 1 1 1 0 1 0 0 0 0 0
 105  5  3 17 1 0 1 1 1 0 1 0 0 0
 106  6  3 17 1 1 0 1 1 0 0 0 0 1
 107  7  3 18 1 1 1 1 1 1 1 1 0 0
 108  8  3 16 1 1 0 1 0 0 1 1 1 0
 109  9  3 16 1 1 1 0 1 0 1 0 0 0
 110 10  3 16 1 1 1 0 0 0 0 0 0 0
 111 11  3 16 1 1 1 1 0 0 0 0 0 0
 112 12  3 20 1 1 1 1 1 1 1 1 1 0
 113 13  3 16 1 1 1 0 0 0 1 0 0 0
 114 14  3 18 1 0 1 0 0 1 0 0 0 0
 115 15  3 17 1 1 1 1 0 0 0 0 0 0
 116 16  3 17 1 1 1 1 1 0 0 0 0 0
 117 17  3 18 1 0 1 1 1 0 1 0 0 0
 118 18  3 18 1 0 1 1 0 1 0 0 1 0
 119 19  3 15 1 1 1 1 0 0 1 0 0 0
 120 20  3 16 1 1 0 1 1 1 0 0 0 0
 121 21  3 15 1 1 0 1 0 0 0 1 0 0
 122 22  3 16 1 1 1 1 1 1 1 0 1 0
 123 23  3 15 1 1 0 0 1 0 1 1 0 0
 124 24  3 17 1 1 1 0 1 1 0 1 1 1
 125 25  3 16 0 1 1 0 0 1 1 0 0 0
 126 26  3 14 1 1 1 1 0 1 1 0 1 1
 127 27  3 17 1 1 1 1 1 0 1 1 0 1
 128 28  3 17 1 0 0 1 1 0 1 0 0 0
 129 29  3 16 1 1 1 1 0 1 0 0 1 1
 130 30  3 16 1 1 1 0 0 1 1 0 1 0
 131 31  3 20 1 0 1 0 1 1 1 1 1 1
 132 32  3 17 1 1 1 1 0 1 1 0 1 0
 133 33  3 18 1 1 1 0 1 0 1 0 0 1
 134 34  3 15 1 1 1 1 1 0 0 1 0 0
 135 35  3 16 1 1 1 0 0 1 0 0 0 0
 136 36  3 15 1 1 1 0 0 0 0 0 0 1
 137 37  3 17 1 1 1 0 1 1 1 0 0 0
 138 38  3 19 1 1 1 1 0 1 0 0 1 1
 139 39  3 18 1 1 1 1 1 1 1 0 0 1
 140 40  3 19 1 1 1 0 1 1 0 0 0 0
 141 41  3 16 1 1 0 0 1 1 0 0 0 0
 142 42  3 18 1 1 1 0 0 0 0 0 0 0
 143 43  3 16 1 0 1 0 0 1 0 0 0 0
 144 44  3 17 1 1 1 1 1 1 1 0 0 0
 145 45  3 18 1 1 0 0 1 1 0 0 1 0
 146 46  3 16 1 1 0 1 1 0 0 1 1 0
 147 47  3 15 1 0 0 1 1 1 0 0 1 1
 148 48  3 19 1 1 1 1 1 1 0 1 1 1
 149 49  3 15 1 1 0 0 0 1 0 1 0 0
 150 50  3 17 1 1 1 1 1 1 1 0 1 0
 151  1  4 18 1 1 1 0 1 0 0 0 0 0
 152  2  4 17 1 1 0 0 1 0 0 0 0 0
 153  3  4 17 0 0 1 1 1 0 0 0 0 0
 154  4  4 17 1 1 0 0 1 0 0 0 0 0
 155  5  4 18 1 0 1 0 1 0 0 0 0 0
 156  6  4 17 1 1 1 0 1 0 0 0 0 0
 157  7  4 15 1 1 1 1 0 1 1 0 1 0
 158  8  4 16 1 1 1 1 0 0 1 0 1 0
 159  9  4 17 1 0 0 0 0 0 0 1 0 0
 160 10  4 17 0 1 0 1 0 0 0 0 0 0
 161 11  4 17 1 1 1 1 0 0 0 0 1 0
 162 12  4 17 1 1 0 1 0 1 1 0 1 0
 163 13  4 17 1 1 0 1 1 1 0 0 1 0
 164 14  4 16 0 1 0 1 0 1 1 0 0 0
 165 15  4 17 1 1 1 1 0 1 0 1 0 0
 166 16  4 18 0 1 0 0 0 0 0 0 0 0
 167 17  4 18 1 0 1 1 1 0 0 0 0 0
 168 18  4 15 1 1 0 0 1 0 1 1 0 0
 169 19  4 15 0 1 1 1 1 1 1 0 0 0
 170 20  4 19 0 1 0 0 0 0 0 0 0 0
 171 21  4 18 1 0 1 1 0 0 0 0 0 1
 172 22  4 15 0 1 1 0 0 0 0 0 0 0
 173 23  4 18 1 0 1 1 0 0 1 0 0 0
 174 24  4 17 1 1 1 1 0 1 1 0 0 1
 175 25  4 17 1 1 1 1 0 0 0 0 1 0
 176 26  4 18 0 1 1 1 0 1 0 0 0 0
 177 27  4 18 1 0 1 0 0 1 0 0 0 0
 178 28  4 17 1 1 1 0 0 0 0 0 0 0
 179 29  4 16 1 1 1 1 1 1 1 1 0 1
 180 30  4 17 1 1 1 0 0 1 0 0 0 0
 181 31  4 16 1 1 1 1 1 1 0 0 0 0
 182 32  4 17 1 1 1 1 1 0 0 1 0 0
 183 33  4 17 0 1 1 1 0 0 1 1 0 0
 184 34  4 16 0 1 0 0 0 1 0 0 0 0
 185 35  4 18 1 0 0 0 0 0 0 1 0 0
 186 36  4 16 1 1 0 0 0 0 1 0 0 0
 187 37  4 15 1 1 0 0 0 0 1 1 1 0
 188 38  4 18 1 1 1 0 0 0 1 1 0 0
 189 39  4 16 1 1 0 1 1 0 0 0 0 0
 190 40  4 16 1 1 1 1 0 1 1 0 1 0
 191 41  4 17 1 1 1 0 1 0 0 0 0 0
 192 42  4 16 1 0 0 1 0 1 0 0 0 0
 193 43  4 17 1 0 1 1 0 0 0 0 0 0
 194 44  4 19 1 0 1 0 1 0 1 0 0 0
 195 45  4 17 1 0 1 0 1 0 0 0 0 0
 196 46  4 18 0 1 1 0 0 0 0 0 0 0
 197 47  4 19 0 1 0 0 0 0 1 0 1 0
 198 48  4 15 0 0 1 1 0 1 1 1 0 0
 199 49  4 18 1 1 0 1 0 0 0 0 0 0
 200 50  4 18 1 1 0 0 0 0 0 0 0 0
 201  1  5 15 1 1 0 0 0 0 1 0 0 0
 202  2  5 16 0 1 0 0 0 0 0 0 0 0
 203  3  5 16 1 1 1 1 1 1 1 0 0 0
 204  4  5 17 1 1 1 0 0 0 1 1 0 0
 205  5  5 18 0 1 0 1 1 0 0 1 0 0
 206  6  5 16 1 0 0 1 0 0 0 1 0 0
 207  7  5 17 1 1 0 0 0 0 0 0 0 0
 208  8  5 19 0 1 0 0 0 0 0 0 0 1
 209  9  5 18 1 1 0 1 0 0 0 0 0 0
 210 10  5 18 1 0 1 0 0 0 0 0 0 0
 211 11  5 17 1 1 0 0 0 0 0 0 0 0
 212 12  5 19 1 0 1 0 1 1 0 1 0 0
 213 13  5 18 0 1 1 1 0 0 1 0 0 1
 214 14  5 16 1 1 1 1 1 0 0 0 0 0
 215 15  5 18 1 1 1 1 1 0 0 0 0 0
 216 16  5 19 1 1 0 1 0 0 0 1 0 0
 217 17  5 17 1 1 1 1 0 1 0 0 0 0
 218 18  5 18 1 1 1 0 0 0 1 0 0 0
 219 19  5 19 0 0 0 0 0 0 0 0 0 0
 220 20  5 18 0 0 1 0 0 1 0 0 0 0
 221 21  5 18 0 1 1 0 0 0 0 0 0 0
 222 22  5 18 1 0 0 1 0 1 0 0 0 0
 223 23  5 16 1 1 1 1 0 0 1 0 0 0
 224 24  5 17 1 1 1 0 1 0 1 0 0 1
 225 25  5 17 1 0 0 0 0 1 0 0 0 0
 226 26  5 17 0 1 0 1 0 1 0 0 1 0
 227 27  5 20 1 0 1 1 1 0 0 0 0 0
 228 28  5 19 1 1 0 0 1 0 0 0 0 0
 229 29  5 17 1 0 1 0 0 1 0 0 0 0
 230 30  5 17 1 1 0 1 0 0 1 0 0 0
 231 31  5 17 1 1 1 0 0 0 0 0 0 1
 232 32  5 16 1 0 1 1 1 0 1 0 0 0
 233 33  5 19 0 0 1 0 0 0 0 0 0 0
 234 34  5 19 1 0 1 1 0 0 0 0 0 0
 235 35  5 16 1 1 1 0 0 0 0 0 1 0
 236 36  5 17 0 1 1 1 0 1 0 0 0 0
 237 37  5 16 1 1 1 0 0 0 1 0 0 0
 238 38  5 19 0 1 1 1 0 0 0 0 0 0
 239 39  5 17 1 1 1 0 1 0 0 0 0 1
 240 40  5 17 0 1 1 1 0 0 0 0 0 0
 241 41  5 18 1 1 1 1 0 0 0 0 0 0
 242 42  5 17 1 1 1 1 0 1 0 1 0 0
 243 43  5 16 1 1 1 0 0 1 0 1 1 0
 244 44  5 15 1 1 1 0 1 0 0 0 0 0
 245 45  5 18 1 0 1 0 0 0 1 0 0 0
 246 46  5 15 1 1 1 0 1 1 0 1 1 0
 247 47  5 17 1 0 1 1 0 0 1 0 0 0
 248 48  5 15 1 1 1 0 0 0 1 1 1 0
 249 49  5 18 0 1 0 0 1 0 0 0 0 0
 250 50  5 16 1 1 0 0 0 1 0 0 0 1
 251  1  6 18 1 1 1 0 1 0 1 0 1 0
 252  2  6 17 1 1 1 1 1 1 0 0 1 0
 253  3  6 16 1 1 1 1 1 0 0 0 0 0
 254  4  6 19 1 1 1 1 1 0 0 0 1 1
 255  5  6 17 1 1 1 0 1 1 0 0 0 0
 256  6  6 16 1 1 1 1 0 0 1 0 0 0
 257  7  6 18 1 1 1 1 1 1 1 1 0 0
 258  8  6 17 1 1 1 0 1 1 0 1 0 0
 259  9  6 20 1 1 1 0 1 1 1 0 1 0
 260 10  6 15 1 1 0 0 1 1 0 0 0 0
 261 11  6 17 1 0 1 0 1 0 0 0 0 1
 262 12  6 18 1 1 1 0 0 1 1 0 1 0
 263 13  6 20 1 1 1 1 1 1 1 1 0 0
 264 14  6 17 1 1 1 1 1 0 0 1 1 1
 265 15  6 17 1 1 1 1 0 0 1 0 0 0
 266 16  6 18 1 1 1 0 0 1 0 0 0 0
 267 17  6 17 0 1 1 1 1 1 1 0 1 0
 268 18  6 16 1 1 1 1 1 0 1 0 0 0
 269 19  6 18 1 1 0 1 0 1 0 0 0 0
 270 20  6 16 1 1 1 0 0 0 1 0 1 0
 271 21  6 19 1 1 1 1 1 1 1 1 1 1
 272 22  6 17 1 1 1 1 1 1 1 0 0 0
 273 23  6 18 1 1 1 1 1 0 1 1 1 0
 274 24  6 18 1 0 0 1 0 0 0 0 1 0
 275 25  6 18 1 1 0 1 1 0 0 1 0 0
 276 26  6 17 1 1 1 1 1 0 1 0 1 0
 277 27  6 17 1 1 1 1 1 0 1 1 0 0
 278 28  6 15 1 1 0 1 1 1 1 0 0 0
 279 29  6 18 1 1 1 1 1 1 1 0 0 0
 280 30  6 17 1 1 1 1 1 0 1 1 0 0
 281 31  6 16 1 1 1 1 0 0 1 0 0 0
 282 32  6 17 1 1 1 1 1 0 1 1 0 0
 283 33  6 16 1 1 1 1 0 0 1 0 0 0
 284 34  6 17 1 1 0 1 0 1 0 0 0 0
 285 35  6 18 1 0 1 1 1 1 0 1 0 0
 286 36  6 16 1 1 1 1 0 0 0 1 0 0
 287 37  6 15 1 1 1 0 1 0 0 1 0 0
 288 38  6 19 1 0 1 1 0 1 1 1 1 0
 289 39  6 17 1 1 1 0 1 1 1 0 0 0
 290 40  6 21 1 0 0 0 0 0 0 0 0 0
 291 41  6 17 1 1 1 1 1 1 1 1 0 0
 292 42  6 17 1 1 1 1 0 1 0 1 0 0
 293 43  6 18 1 1 1 1 1 0 0 1 0 0
 294 44  6 15 1 1 1 1 0 0 1 0 0 0
 295 45  6 19 1 1 1 1 1 0 1 1 1 1
 296 46  6 18 1 1 1 1 1 1 1 1 0 0
 297 47  6 17 1 1 0 0 1 0 1 0 0 0
 298 48  6 17 1 1 1 1 0 1 1 0 0 0
 299 49  6 16 1 1 1 1 1 1 0 1 0 0
 300 50  6 16 1 1 1 1 1 1 1 1 0 1
 301  1  7 15 1 1 1 0 0 0 1 1 0 0
 302  2  7 18 1 1 1 1 0 0 1 0 0 1
 303  3  7 18 1 1 1 1 1 1 1 1 0 0
 304  4  7 14 1 0 1 1 0 0 1 0 1 0
 305  5  7 15 1 0 1 1 0 0 1 0 0 0
 306  6  7 18 1 1 1 1 1 1 1 1 1 0
 307  7  7 15 1 1 1 1 1 0 1 1 0 0
 308  8  7 16 1 1 0 1 1 1 1 1 0 0
 309  9  7 18 1 0 1 1 1 1 0 1 0 0
 310 10  7 16 1 1 1 0 1 0 0 0 0 1
 311 11  7 16 1 1 1 1 1 1 1 0 1 0
 312 12  7 16 1 1 1 0 1 0 1 0 0 0
 313 13  7 17 1 1 1 1 1 0 1 0 0 1
 314 14  7 15 0 1 1 1 1 1 0 0 0 0
 315 15  7 15 1 1 0 1 1 1 1 0 1 0
 316 16  7 15 1 1 0 1 0 1 1 0 0 0
 317 17  7 15 1 1 1 0 0 0 0 0 0 0
 318 18  7 18 1 0 0 1 0 0 0 1 0 0
 319 19  7 18 1 1 0 0 0 1 0 0 0 0
 320 20  7 17 1 1 1 1 0 0 0 0 0 0
 321 21  7 17 1 0 1 0 1 0 1 1 0 0
 322 22  7 18 1 1 1 1 1 1 1 1 0 0
 323 23  7 16 1 1 1 1 0 0 1 1 0 0
 324 24  7 18 1 1 1 0 0 0 1 0 0 0
 325 25  7 17 1 1 0 0 0 1 0 0 0 0
 326 26  7 17 1 0 1 0 0 0 0 1 0 0
 327 27  7 18 1 1 0 1 1 0 1 1 0 1
 328 28  7 17 1 1 1 1 0 0 0 1 1 0
 329 29  7 18 1 1 1 1 1 0 0 1 0 0
 330 30  7 16 1 1 0 1 0 0 0 1 0 0
 331 31  7 17 1 1 1 1 0 0 0 0 0 0
 332 32  7 17 1 1 1 1 1 1 1 0 0 0
 333 33  7 17 1 1 1 0 1 1 0 0 0 0
 334 34  7 16 1 0 1 1 1 1 0 1 0 0
 335 35  7 18 0 1 0 0 0 1 0 0 0 0
 336 36  7 19 1 1 1 1 1 1 1 1 0 0
 337 37  7 17 1 1 1 1 1 1 0 0 0 0
 338 38  7 17 1 1 1 1 1 1 1 0 0 0
 339 39  7 18 1 1 1 1 1 1 0 0 0 0
 340 40  7 17 1 1 1 1 1 0 0 1 0 0
 341 41  7 16 1 1 1 1 0 1 0 0 1 0
 342 42  7 16 1 1 0 1 1 0 1 1 0 1
 343 43  7 19 1 1 1 1 1 0 1 1 0 0
 344 44  7 17 1 0 1 0 0 0 0 1 0 0
 345 45  7 18 1 1 1 1 1 1 0 1 0 0
 346 46  7 17 1 1 1 1 1 1 0 1 1 0
 347 47  7 17 1 0 1 1 0 1 0 0 0 0
 348 48  7 17 1 1 1 1 1 0 0 0 1 0
 349 49  7 16 1 0 1 0 0 1 0 0 0 0
 350 50  7 17 1 1 0 1 1 1 1 0 0 0
 351  1  8 17 1 1 1 1 1 0 1 0 0 0
 352  2  8 18 1 1 1 1 1 0 0 0 0 0
 353  3  8 16 1 1 1 1 1 1 0 0 1 0
 354  4  8 16 1 1 1 1 1 1 1 1 0 0
 355  5  8 17 1 1 1 1 0 0 0 0 1 0
 356  6  8 16 1 1 0 1 1 0 1 1 0 0
 357  7  8 17 1 0 1 0 0 1 0 0 0 0
 358  8  8 16 1 1 1 1 1 1 0 1 0 0
 359  9  8 16 1 1 1 0 1 1 0 0 0 0
 360 10  8 15 1 1 1 1 0 1 0 0 0 0
 361 11  8 16 1 1 0 1 0 0 0 0 0 0
 362 12  8 18 1 1 1 1 1 1 0 0 0 0
 363 13  8 19 1 1 1 1 1 1 0 0 1 0
 364 14  8 17 1 1 0 1 1 1 1 1 1 0
 365 15  8 16 1 1 0 0 0 1 0 0 0 0
 366 16  8 15 1 1 1 1 1 0 1 1 0 0
 367 17  8 17 0 1 0 1 1 1 0 0 0 0
 368 18  8 17 1 1 1 0 1 1 0 0 0 1
 369 19  8 17 1 1 0 1 0 0 0 1 1 0
 370 20  8 18 1 1 0 1 1 1 1 0 0 0
 371 21  8 16 1 1 1 1 1 0 0 0 0 0
 372 22  8 16 1 1 1 1 0 0 0 1 0 0
 373 23  8 15 1 0 1 0 0 1 1 0 0 0
 374 24  8 19 1 0 1 0 1 1 1 0 0 0
 375 25  8 17 1 1 1 1 1 0 0 1 0 0
 376 26  8 15 1 1 1 0 1 0 0 0 0 0
 377 27  8 17 1 1 0 1 1 0 0 0 0 0
 378 28  8 17 1 0 1 1 1 0 0 0 0 1
 379 29  8 17 0 0 1 0 1 0 0 0 1 0
 380 30  8 18 0 1 1 0 1 0 0 0 0 0
 381 31  8 16 1 1 1 0 1 1 0 1 0 0
 382 32  8 16 1 1 1 0 1 0 1 0 0 0
 383 33  8 15 1 1 1 1 0 1 0 0 1 0
 384 34  8 19 1 1 0 1 0 0 0 1 0 0
 385 35  8 16 1 1 1 1 0 1 0 0 1 0
 386 36  8 17 0 0 1 1 0 0 1 0 0 0
 387 37  8 16 1 0 0 0 0 0 1 0 0 0
 388 38  8 16 1 0 1 0 1 0 0 0 0 0
 389 39  8 15 1 1 0 1 1 0 1 0 1 0
 390 40  8 15 1 1 1 1 0 1 0 0 0 0
 391 41  8 17 1 0 0 0 0 0 0 0 0 0
 392 42  8 15 1 1 1 1 1 0 0 0 1 0
 393 43  8 15 0 1 1 1 1 1 1 0 0 0
 394 44  8 16 0 0 0 1 1 1 0 0 0 0
 395 45  8 19 1 1 1 1 0 0 1 0 0 1
 396 46  8 15 1 0 1 0 0 1 0 0 0 0
 397 47  8 16 0 0 1 1 0 1 0 0 0 0
 398 48  8 19 1 0 1 0 1 1 1 1 0 1
 399 49  8 16 0 1 0 0 1 0 0 0 1 0
 400 50  8 17 1 0 1 1 1 0 0 0 0 0
 401  1  9 15 1 1 1 1 1 1 0 1 0 0
 402  2  9 17 0 1 0 1 0 0 0 0 0 0
 403  3  9 16 1 1 1 1 1 0 0 0 0 0
 404  4  9 17 0 0 1 1 0 0 0 0 0 0
 405  5  9 17 1 1 1 0 0 0 1 0 0 0
 406  6  9 18 0 1 1 0 0 0 0 0 0 0
 407  7  9 15 1 1 1 1 0 1 0 1 0 0
 408  8  9 17 1 1 0 0 0 0 1 1 0 0
 409  9  9 18 1 1 0 1 1 0 0 0 0 0
 410 10  9 16 0 1 1 1 0 0 1 0 0 0
 411 11  9 17 1 0 1 1 1 0 0 1 1 0
 412 12  9 15 1 0 0 1 0 0 0 0 0 0
 413 13  9 17 1 1 0 0 1 0 0 1 1 1
 414 14  9 17 1 0 1 1 0 0 1 0 0 0
 415 15  9 18 1 1 1 1 1 1 1 0 1 0
 416 16  9 15 1 1 0 0 1 0 1 0 0 0
 417 17  9 16 1 1 1 0 0 0 1 0 0 0
 418 18  9 18 1 1 0 0 0 0 0 1 0 0
 419 19  9 16 0 0 1 1 0 1 0 1 0 0
 420 20  9 17 1 1 1 0 0 0 0 0 0 0
 421 21  9 17 1 1 0 1 1 0 0 0 1 0
 422 22  9 16 1 1 1 1 1 1 0 0 0 0
 423 23  9 18 1 1 0 0 0 0 1 1 1 0
 424 24  9 18 1 1 1 0 1 0 1 1 1 0
 425 25  9 17 1 1 1 0 1 1 0 0 1 0
 426 26  9 17 1 0 0 0 0 1 0 0 0 0
 427 27  9 18 1 1 1 0 0 1 0 0 0 0
 428 28  9 17 1 1 0 1 1 0 0 0 1 0
 429 29  9 16 1 1 1 0 1 0 1 0 0 0
 430 30  9 17 1 1 1 0 1 0 0 0 0 0
 431 31  9 18 1 1 1 0 0 1 0 0 0 1
 432 32  9 18 1 1 0 1 0 1 1 0 0 0
 433 33  9 18 0 1 1 1 0 0 0 1 0 0
 434 34  9 16 1 0 1 0 0 0 1 0 0 0
 435 35  9 17 1 1 0 1 1 0 0 0 0 0
 436 36  9 15 1 1 0 1 1 0 1 0 1 0
 437 37  9 18 0 1 0 1 1 0 0 0 0 0
 438 38  9 17 1 1 0 0 0 1 0 1 0 0
 439 39  9 16 1 0 1 1 1 0 0 0 1 0
 440 40  9 17 0 1 1 0 0 0 1 1 0 0
 441 41  9 18 0 1 1 1 0 0 0 0 0 0
 442 42  9 19 0 0 0 0 1 0 1 0 0 0
 443 43  9 16 1 1 1 1 0 0 0 1 0 1
 444 44  9 18 1 0 1 0 1 0 0 0 0 0
 445 45  9 17 1 1 0 1 1 0 0 0 0 0
 446 46  9 17 1 0 1 0 1 1 1 1 0 0
 447 47  9 16 1 1 1 1 0 0 1 0 0 0
 448 48  9 16 1 1 1 1 1 1 1 0 0 0
 449 49  9 19 1 1 0 1 1 0 0 0 0 0
 450 50  9 17 1 0 1 0 1 0 1 0 0 0
 451  1 10 16 1 1 1 1 1 0 0 0 0 0
 452  2 10 17 1 1 1 1 1 1 1 0 0 0
 453  3 10 16 1 1 1 1 0 1 1 0 0 0
 454  4 10 16 1 1 1 1 1 0 0 1 0 1
 455  5 10 19 1 1 0 0 1 1 1 0 1 1
 456  6 10 18 1 0 1 1 1 1 0 0 0 0
 457  7 10 16 1 1 1 0 0 0 0 0 0 0
 458  8 10 16 1 1 1 1 0 0 0 0 0 0
 459  9 10 18 1 1 1 0 1 1 0 0 0 0
 460 10 10 16 1 1 1 1 1 1 0 0 1 0
 461 11 10 14 1 1 1 0 1 1 0 0 0 1
 462 12 10 15 1 1 1 1 1 1 0 0 1 0
 463 13 10 19 1 0 1 1 0 1 1 0 0 1
 464 14 10 19 1 1 1 0 1 0 0 1 0 0
 465 15 10 16 1 1 0 0 0 0 0 0 1 0
 466 16 10 16 1 1 0 0 0 1 0 1 0 0
 467 17 10 15 0 1 1 1 1 0 0 0 0 0
 468 18 10 17 0 1 1 1 1 1 1 1 0 0
 469 19 10 16 1 0 1 0 1 0 1 0 0 1
 470 20 10 16 1 1 1 0 0 1 0 0 0 1
 471 21 10 18 1 1 1 1 0 1 1 1 0 0
 472 22 10 16 1 1 1 0 1 0 1 0 0 0
 473 23 10 17 0 1 1 1 0 1 0 1 0 0
 474 24 10 16 1 1 1 1 0 0 1 1 0 0
 475 25 10 17 1 1 1 1 1 0 0 0 0 0
 476 26 10 16 1 1 1 0 1 1 1 0 1 0
 477 27 10 16 1 1 0 0 1 0 0 0 0 0
 478 28 10 15 1 1 1 1 1 0 1 0 0 0
 479 29 10 15 1 0 1 1 0 0 0 0 0 1
 480 30 10 18 0 1 1 1 1 1 1 0 0 0
 481 31 10 20 1 1 1 0 1 1 1 0 1 0
 482 32 10 17 1 1 1 1 1 0 0 1 0 0
