ID	TIME	GROUP	YE	YF	LAG1YE	WAVE
7	5	0	7.25810834174543	7.25810834174543	7.31807590656111	5
8	1	0	10.1863515587892	10.1863515587892	10	1
8	2	0	9.15941670981518	9.15941670981518	10.1863515587892	2
8	3	0	8.66101743229899	8.66101743229899	9.15941670981518	3
8	4	0	7.65907942394532	7.65907942394532	8.66101743229899	4
8	5	0	7.66650461065743	7.66650461065743	7.65907942394532	5
9	1	0	9.29920300489704	9.29920300489704	10	1
9	2	0	8.84868240817588	8.84868240817588	9.29920300489704	2
9	3	0	8.99810665029749	8.99810665029749	8.84868240817588	3
9	4	0	8.95586813653966	8.95586813653966	8.99810665029749	4
9	5	0	9.21291399811625	9.21291399811625	8.95586813653966	5
10	1	0	9.44971126079948	9.44971126079948	10	1
10	2	0	9.90772904584417	9.90772904584417	9.44971126079948	2
10	3	0	9.96579374204502	9.96579374204502	9.90772904584417	3
10	4	0	10.1492236046562	10.1492236046562	9.96579374204502	4
10	5	0	9.70056460612023	9.70056460612023	10.1492236046562	5
11	1	0	9.59537694296383	11.5953769429638	10	1
11	2	0	9.43441477287763	11.4344147728776	9.59537694296383	2
11	3	0	9.31438122462743	11.3143812246274	9.43441477287763	3
11	4	0	9.47451495667346	11.4745149566735	9.31438122462743	4
11	5	0	9.21472390055393	11.2147239005539	9.47451495667346	5
12	1	0	10.4211220804064	12.4211220804064	10	1
12	2	0	10.3365893804085	12.3365893804085	10.4211220804064	2
12	3	0	10.308452808715	12.308452808715	10.3365893804085	3
12	4	0	10.1180126958468	12.1180126958468	10.308452808715	4
12	5	0	10.9972313700968	12.9972313700968	10.1180126958468	5
13	1	0	9.57692338247553	11.5769233824755	10	1
13	2	0	9.31819799799861	11.3181979979986	9.57692338247553	2
13	3	0	9.42682879432096	11.426828794321	9.31819799799861	3
13	4	0	9.7140431255274	11.7140431255274	9.42682879432096	4
13	5	0	10.3606199792481	12.3606199792481	9.7140431255274	5
14	1	0	10.5451085878766	12.5451085878766	10	1
14	2	0	10.5216847900233	12.5216847900233	10.5451085878766	2
14	3	0	10.2475004751537	12.2475004751537	10.5216847900233	3
14	4	0	9.89345210228345	11.8934521022834	10.2475004751537	4
14	5	0	9.97630647529739	11.9763064752974	9.89345210228345	5
15	1	0	10.0265854636946	12.0265854636946	10	1
15	2	0	9.60864525851579	11.6086452585158	10.0265854636946	2
15	3	0	9.78602320474645	11.7860232047464	9.60864525851579	3
15	4	0	9.7357482530102	11.7357482530102	9.78602320474645	4
15	5	0	10.8667928535908	12.8667928535908	9.7357482530102	5
16	1	0	10.1538563087835	12.1538563087835	10	1
16	2	0	10.8265808248857	12.8265808248857	10.1538563087835	2
16	3	0	11.2791900572841	13.2791900572841	10.8265808248857	3
16	4	0	11.8222099184952	13.8222099184952	11.2791900572841	4
16	5	0	11.5355696107418	13.5355696107418	11.8222099184952	5
17	1	0	8.64139436174835	10.6413943617484	10	1
17	2	0	8.33619298408686	10.3361929840869	8.64139436174835	2
17	3	0	8.9866895692474	10.9866895692474	8.33619298408686	3
17	4	0	8.72688919366473	10.7268891936647	8.9866895692474	4
17	5	0	9.06724880472929	11.0672488047293	8.72688919366473	5
18	1	0	10.1490593293112	12.1490593293112	10	1
18	2	0	9.70272795907482	11.7027279590748	10.1490593293112	2
18	3	0	9.24089361599455	11.2408936159946	9.70272795907482	3
18	4	0	9.17377117557411	11.1737711755741	9.24089361599455	4
18	5	0	9.13863522871053	11.1386352287105	9.17377117557411	5
19	1	0	9.71911492460442	11.7191149246044	10	1
19	2	0	10.026532383549	12.026532383549	9.71911492460442	2
19	3	0	10.2084438872814	12.2084438872814	10.026532383549	3
19	4	0	10.6204633119079	12.6204633119079	10.2084438872814	4
19	5	0	10.8169209448589	12.8169209448589	10.6204633119079	5
20	1	0	9.7446905969496	11.7446905969496	10	1
20	2	0	9.58002564371209	11.5800256437121	9.7446905969496	2
20	3	0	9.07693014716566	11.0769301471657	9.58002564371209	3
20	4	0	8.45814847742257	10.4581484774226	9.07693014716566	4
20	5	0	8.47512762140427	10.4751276214043	8.45814847742257	5
21	1	0	11.1328379327341	15.1328379327341	10	1
21	2	0	10.2418017169976	14.2418017169976	11.1328379327341	2
21	3	0	10.0995539524343	14.0995539524343	10.2418017169976	3
21	4	0	10.1540377631573	14.1540377631573	10.0995539524343	4
21	5	0	9.93620932186447	13.9362093218645	10.1540377631573	5
22	1	0	9.87128868285242	13.8712886828524	10	1
22	2	0	9.4938945305861	13.4938945305861	9.87128868285242	2
22	3	0	9.77731097613826	13.7773109761383	9.4938945305861	3
22	4	0	10.2946889196015	14.2946889196015	9.77731097613826	4
22	5	0	11.1124729460272	15.1124729460272	10.2946889196015	5
23	1	0	10.4436812352973	14.4436812352973	10	1
23	2	0	10.6079062965502	14.6079062965502	10.4436812352973	2
23	3	0	10.4568245318366	14.4568245318366	10.6079062965502	3
23	4	0	10.4739111615352	14.4739111615352	10.4568245318366	4
23	5	0	9.47159944839428	13.4715994483943	10.4739111615352	5
24	1	0	10.7894515058025	14.7894515058025	10	1
24	2	0	10.3353281653751	14.3353281653751	10.7894515058025	2
24	3	0	9.75001476121241	13.7500147612124	10.3353281653751	3
24	4	0	9.84635484015603	13.846354840156	9.75001476121241	4
24	5	0	9.676639804425	13.676639804425	9.84635484015603	5
25	1	0	10.0953602087648	14.0953602087648	10	1
25	2	0	10.2727757850947	14.2727757850947	10.0953602087648	2
25	3	0	10.6400672287262	14.6400672287262	10.2727757850947	3
25	4	0	11.0813760918333	15.0813760918333	10.6400672287262	4
25	5	0	10.8595494766076	14.8595494766076	11.0813760918333	5
26	1	0	9.90573978770235	13.9057397877024	10	1
26	2	0	9.08065801002251	13.0806580100225	9.90573978770235	2
26	3	0	10.2383375799821	14.2383375799821	9.08065801002251	3
26	4	0	9.69855525601749	13.6985552560175	10.2383375799821	4
26	5	0	10.2060037593869	14.2060037593869	9.69855525601749	5
27	1	0	9.67393552772912	13.6739355277291	10	1
27	2	0	8.89975316895487	12.8997531689549	9.67393552772912	2
27	3	0	8.78392883995143	12.7839288399514	8.89975316895487	3
27	4	0	8.14472848892404	12.144728488924	8.78392883995143	4
27	5	0	7.60855255020131	11.6085525502013	8.14472848892404	5
28	1	0	10.1700730378628	14.1700730378628	10	1
28	2	0	9.49548186199424	13.4954818619942	10.1700730378628	2
28	3	0	8.93591606434806	12.9359160643481	9.49548186199424	3
28	4	0	9.44239967601044	13.4423996760104	8.93591606434806	4
28	5	0	9.6073972843381	13.6073972843381	9.44239967601044	5
29	1	0	10.2637701119555	14.2637701119555	10	1
29	2	0	10.8264149002544	14.8264149002544	10.2637701119555	2
29	3	0	11.1580387913161	15.1580387913161	10.8264149002544	3
29	4	0	10.624264450045	14.624264450045	11.1580387913161	4
29	5	0	10.2790814669608	14.2790814669608	10.624264450045	5
30	1	0	9.7996582534602	13.7996582534602	10	1
30	2	0	9.50265107736139	13.5026510773614	9.7996582534602	2
30	3	0	8.98253214762516	12.9825321476252	9.50265107736139	3
30	4	0	9.63581396500597	13.635813965006	8.98253214762516	4
30	5	0	9.81263426013716	13.8126342601372	9.63581396500597	5
31	1	1	9.41370414651363	7.41370414651363	10	1
31	2	1	10.335884498467	10.335884498467	9.41370414651363	2
31	3	1	10.2016665143197	12.2016665143197	10.335884498467	3
31	4	1	10.3921954677659	14.3921954677659	10.2016665143197	4
31	5	1	10.2505938904707	16.2505938904707	10.3921954677659	5
32	1	1	10.8184940607595	8.81849406075948	10	1
32	2	1	10.5652733892449	10.5652733892449	10.8184940607595	2
32	3	1	10.368222768802	12.368222768802	10.5652733892449	3
32	4	1	10.4568783213843	14.4568783213843	10.368222768802	4
32	5	1	9.6602448076789	15.6602448076789	10.4568783213843	5
33	1	1	9.93525333884829	7.93525333884829	10	1
33	2	1	9.26940741128504	9.26940741128504	9.93525333884829	2
33	3	1	9.41122614670446	11.4112261467045	9.26940741128504	3
33	4	1	8.89025833014108	12.8902583301411	9.41122614670446	4
33	5	1	9.57856254425554	15.5785625442555	8.89025833014108	5
34	1	1	10.6881913189766	8.68819131897656	10	1
34	2	1	10.4985477317351	10.4985477317351	10.6881913189766	2
34	3	1	10.5249572463062	12.5249572463062	10.4985477317351	3
34	4	1	9.86510520062766	13.8651052006277	10.5249572463062	4
34	5	1	8.88513393176826	14.8851339317683	9.86510520062766	5
35	1	1	9.51669460243003	7.51669460243003	10	1
35	2	1	9.21179777647415	9.21179777647415	9.51669460243003	2
35	3	1	9.12179198418542	11.1217919841854	9.21179777647415	3
35	4	1	9.08892943163738	13.0889294316374	9.12179198418542	4
35	5	1	8.33367950099097	14.333679500991	9.08892943163738	5
36	1	1	9.09696692895175	7.09696692895175	10	1
36	2	1	9.35190598072662	9.35190598072662	9.09696692895175	2
36	3	1	8.95684691056727	10.9568469105673	9.35190598072662	3
36	4	1	9.40712658349528	13.4071265834953	8.95684691056727	4
36	5	1	10.0450573984852	16.0450573984852	9.40712658349528	5
37	1	1	9.33496710731995	7.33496710731995	10	1
37	2	1	9.47742950351428	9.47742950351428	9.33496710731995	2
37	3	1	10.5428606689373	12.5428606689373	9.47742950351428	3
37	4	1	10.8209016678452	14.8209016678452	10.5428606689373	4
37	5	1	11.0781742541535	17.0781742541535	10.8209016678452	5
38	1	1	9.64174056985546	7.64174056985546	10	1
38	2	1	9.35860128279484	9.35860128279484	9.64174056985546	2
38	3	1	8.9485410294652	10.9485410294652	9.35860128279484	3
38	4	1	8.45627386877258	12.4562738687726	8.9485410294652	4
38	5	1	8.57159376357696	14.571593763577	8.45627386877258	5
39	1	1	10.2830349366349	8.28303493663493	10	1
39	2	1	10.1499780565896	10.1499780565896	10.2830349366349	2
39	3	1	9.73234073663613	11.7323407366361	10.1499780565896	3
39	4	1	9.76244874728839	13.7624487472884	9.73234073663613	4
39	5	1	10.4868344124759	16.4868344124759	9.76244874728839	5
40	1	1	9.05464956873215	7.05464956873215	10	1
40	2	1	8.46669959929659	8.46669959929659	9.05464956873215	2
40	3	1	9.28788347313523	11.2878834731352	8.46669959929659	3
40	4	1	9.27544259224353	13.2754425922435	9.28788347313523	4
40	5	1	10.4661172525067	16.4661172525067	9.27544259224353	5
41	1	1	9.75389493824144	9.75389493824144	10	1
41	2	1	10.0587994114738	12.0587994114738	9.75389493824144	2
41	3	1	10.1346925883866	14.1346925883866	10.0587994114738	3
41	4	1	9.41068119863239	15.4106811986324	10.1346925883866	4
41	5	1	9.44124109884988	17.4412410988499	9.41068119863239	5
42	1	1	9.34085544614228	9.34085544614228	10	1
42	2	1	9.71926941318927	11.7192694131893	9.34085544614228	2
42	3	1	10.2097641426045	14.2097641426045	9.71926941318927	3
42	4	1	10.1629132388407	16.1629132388407	10.2097641426045	4
42	5	1	10.7226891785089	18.7226891785089	10.1629132388407	5
43	1	1	9.75161327513617	9.75161327513617	10	1
43	2	1	9.49791372384051	11.4979137238405	9.75161327513617	2
43	3	1	9.99236920141749	13.9923692014175	9.49791372384051	3
43	4	1	9.57323937809756	15.5732393780976	9.99236920141749	4
43	5	1	9.64764909200872	17.6476490920087	9.57323937809756	5
44	1	1	9.75898403801377	9.75898403801377	10	1
44	2	1	9.44680009273401	11.446800092734	9.75898403801377	2
44	3	1	10.0817184310375	14.0817184310375	9.44680009273401	3
44	4	1	10.064740071893	16.064740071893	10.0817184310375	4
44	5	1	9.37697011402897	17.376970114029	10.064740071893	5
45	1	1	9.17357082490869	9.17357082490869	10	1
45	2	1	8.64990778695319	10.6499077869532	9.17357082490869	2
45	3	1	8.97776086977587	12.9777608697759	8.64990778695319	3
45	4	1	8.34750619930298	14.347506199303	8.97776086977587	4
45	5	1	8.43176110781391	16.4317611078139	8.34750619930298	5
46	1	1	9.57743552391785	9.57743552391785	10	1
46	2	1	9.36567791625151	11.3656779162515	9.57743552391785	2
46	3	1	8.9897489966315	12.9897489966315	9.36567791625151	3
46	4	1	9.8292297266496	15.8292297266496	8.9897489966315	4
46	5	1	10.540831301336	18.540831301336	9.8292297266496	5
47	1	1	9.72606513872521	9.72606513872521	10	1
47	2	1	9.72566311913768	11.7256631191377	9.72606513872521	2
47	3	1	9.51086583978815	13.5108658397882	9.72566311913768	3
47	4	1	9.3520598778566	15.3520598778566	9.51086583978815	4
47	5	1	9.9580967690891	17.9580967690891	9.3520598778566	5
48	1	1	10.4822480386772	10.4822480386772	10	1
48	2	1	10.5610966967948	12.5610966967948	10.4822480386772	2
48	3	1	9.66448945363935	13.6644894536393	10.5610966967948	3
48	4	1	10.3882824791811	16.3882824791811	9.66448945363935	4
48	5	1	9.92700706139376	17.9270070613938	10.3882824791811	5
49	1	1	9.48257966023835	9.48257966023835	10	1
49	2	1	9.92417444391697	11.924174443917	9.48257966023835	2
49	3	1	9.94687658735945	13.9468765873594	9.92417444391697	3
49	4	1	10.0414497718615	16.0414497718615	9.94687658735945	4
49	5	1	9.82199516243922	17.8219951624392	10.0414497718615	5
50	1	1	9.41263660941833	9.41263660941833	10	1
50	2	1	9.77536296504496	11.775362965045	9.41263660941833	2
50	3	1	8.78402540153252	12.7840254015325	9.77536296504496	3
50	4	1	8.98772342767498	14.987723427675	8.78402540153252	4
50	5	1	8.52851734837046	16.5285173483705	8.98772342767498	5
51	1	1	11.0461335846967	13.0461335846967	10	1
51	2	1	11.0999027165307	15.0999027165307	11.0461335846967	2
51	3	1	10.7927035326043	16.7927035326043	11.0999027165307	3
51	4	1	11.1869681982335	19.1869681982335	10.7927035326043	4
51	5	1	11.2135344360349	21.2135344360349	11.1869681982335	5
52	1	1	11.0660837576539	13.0660837576539	10	1
52	2	1	11.198634149999	15.198634149999	11.0660837576539	2
52	3	1	10.4035230607014	16.4035230607014	11.198634149999	3
52	4	1	10.041767579235	18.041767579235	10.4035230607014	4
52	5	1	10.6953843852026	20.6953843852026	10.041767579235	5
53	1	1	10.6864183084622	12.6864183084622	10	1
53	2	1	10.8674829188884	14.8674829188884	10.6864183084622	2
53	3	1	10.7338056084634	16.7338056084634	10.8674829188884	3
53	4	1	10.9895224533481	18.9895224533481	10.7338056084634	4
53	5	1	11.7986887538785	21.7986887538785	10.9895224533481	5
54	1	1	9.8801546249947	11.8801546249947	10	1
54	2	1	10.1347997076715	14.1347997076715	9.8801546249947	2
54	3	1	9.99083099882577	15.9908309988258	10.1347997076715	3
54	4	1	10.6649908722235	18.6649908722235	9.99083099882577	4
54	5	1	10.4553458956159	20.4553458956159	10.6649908722235	5
55	1	1	8.690609190496	10.690609190496	10	1
55	2	1	8.65059381268691	12.6505938126869	8.690609190496	2
55	3	1	8.4721933700745	14.4721933700745	8.65059381268691	3
55	4	1	7.65485135542387	15.6548513554239	8.4721933700745	4
55	5	1	7.60609436858093	17.6060943685809	7.65485135542387	5
56	1	1	9.43716761276037	11.4371676127604	10	1
56	2	1	10.2163122197593	14.2163122197593	9.43716761276037	2
56	3	1	10.7568055694771	16.7568055694771	10.2163122197593	3
56	4	1	11.0166345452602	19.0166345452602	10.7568055694771	4
56	5	1	10.5788027377503	20.5788027377503	11.0166345452602	5
57	1	1	10.5856232997306	12.5856232997306	10	1
57	2	1	10.8023608665498	14.8023608665498	10.5856232997306	2
57	3	1	10.5489870637349	16.5489870637349	10.8023608665498	3
57	4	1	10.2620852666079	18.2620852666079	10.5489870637349	4
57	5	1	10.1374036273515	20.1374036273515	10.2620852666079	5
58	1	1	9.28305118683955	11.2830511868396	10	1
58	2	1	9.1733571984613	13.1733571984613	9.28305118683955	2
58	3	1	9.02782674374264	15.0278267437426	9.1733571984613	3
58	4	1	8.2515794023901	16.2515794023901	9.02782674374264	4
58	5	1	9.4845085788202	19.4845085788202	8.2515794023901	5
59	1	1	9.64662919482536	11.6466291948254	10	1
59	2	1	9.08380616830037	13.0838061683004	9.64662919482536	2
59	3	1	8.46940776676674	14.4694077667667	9.08380616830037	3
59	4	1	8.84645296496457	16.8464529649646	8.46940776676674	4
59	5	1	9.4753273508986	19.4753273508986	8.84645296496457	5
60	1	1	9.38188663584918	11.3818866358492	10	1
60	2	1	9.39263876703275	13.3926387670328	9.38188663584918	2
60	3	1	9.62666520306106	15.6266652030611	9.39263876703275	3
60	4	1	9.5916433097223	17.5916433097223	9.62666520306106	4
60	5	1	8.8841853056361	18.8841853056361	9.5916433097223	5
