ID	TIME	GROUP	YA	YB
12	4	0	11.3095598871318	11.8095598871318
12	5	0	13.37921867425	12.87921867425
13	1	0	8.07692338247553	11.5769233824755
13	2	0	9.24127461552308	11.7412746155231
13	3	0	10.6086307963224	12.1086307963224
13	4	0	11.7872143312064	12.2872143312064
13	5	0	13.1465768537207	12.6465768537207
14	1	0	9.04510858787661	12.5451085878766
14	2	0	9.47657620214666	11.9765762021467
14	3	0	10.2258156851305	11.7258156851305
14	4	0	11.1459516271297	11.6459516271297
14	5	0	12.5828543730139	12.0828543730139
15	1	0	8.52658546369459	12.0265854636946
15	2	0	9.0820597948212	11.5820597948212
15	3	0	10.6773779462307	12.1773779462307
15	4	0	11.4497250482638	11.9497250482638
15	5	0	13.6310446005806	13.1310446005806
16	1	0	8.65385630878349	12.1538563087835
16	2	0	10.1727245161022	12.6727245161022
16	3	0	10.9526092323984	12.4526092323984
16	4	0	12.043019861211	12.543019861211
16	5	0	12.2133596922466	11.7133596922466
17	1	0	7.14139436174835	10.6413943617484
17	2	0	9.19479862233851	11.6947986223385
17	3	0	11.1504965851605	12.6504965851605
17	4	0	11.2401996244173	11.7401996244173
17	5	0	12.8403596110646	12.3403596110646
18	1	0	8.64905932931118	12.1490593293112
18	2	0	9.05366862976364	11.5536686297636
18	3	0	10.0381656569197	11.5381656569197
18	4	0	11.4328775595796	11.9328775595796
18	5	0	12.4648640531364	11.9648640531364
19	1	0	8.21911492460442	11.7191149246044
19	2	0	9.80741745894458	12.3074174589446
19	3	0	10.6819115037324	12.1819115037324
19	4	0	11.9120194246265	12.4120194246265
19	5	0	12.6964576329511	12.1964576329511
20	1	0	8.2446905969496	11.7446905969496
20	2	0	9.33533504676249	11.8353350467625
20	3	0	9.99690450345357	11.4969045034536
20	4	0	10.8812183302569	11.3812183302569
20	5	0	12.5169791439817	12.0169791439817
21	1	0	10.6328379327341	15.1328379327341
21	2	0	9.60896378426355	13.1089637842636
21	3	0	11.3577522354366	13.8577522354366
21	4	0	12.5544838107231	14.0544838107231
21	5	0	13.2821715587071	13.7821715587071
22	1	0	9.37128868285242	13.8712886828524
22	2	0	10.1226058477337	13.6226058477337
22	3	0	11.7834164455522	14.2834164455522
22	4	0	13.0173779434632	14.5173779434632
22	5	0	14.3177840264257	14.8177840264257
23	1	0	9.94368123529727	14.4436812352973
23	2	0	10.6642250612529	14.1642250612529
23	3	0	11.3489182352864	13.8489182352864
23	4	0	12.5170866296986	14.0170866296986
23	5	0	12.4976882868591	12.9976882868591
24	1	0	10.2894515058025	14.7894515058025
24	2	0	10.0458766595726	13.5458766595726
24	3	0	10.9146865958373	13.4146865958373
24	4	0	12.5963400789436	14.0963400789436
24	5	0	13.330284964269	13.830284964269
25	1	0	9.59536020876481	14.0953602087648
25	2	0	10.6774155763299	14.1774155763299
25	3	0	11.8672914436316	14.3672914436316
25	4	0	12.9413088631071	14.4413088631071
25	5	0	13.2781733847743	13.7781733847743
26	1	0	9.40573978770235	13.9057397877024
26	2	0	9.67491822232016	13.1749182223202
26	3	0	12.6576795699596	15.1576795699596
26	4	0	11.9602176760353	13.4602176760353
26	5	0	14.0074485033694	14.5074485033694
27	1	0	9.17393552772912	13.6739355277291
27	2	0	9.72581764122575	13.2258176412257
27	3	0	11.3841756709966	13.8841756709966
27	4	0	11.8607996489726	13.3607996489726
27	5	0	12.9638240612773	13.4638240612773
28	1	0	9.67007303786278	14.1700730378628
28	2	0	9.82540882413146	13.3254088241315
28	3	0	10.9404342023538	13.4404342023538
28	4	0	13.0064836116624	14.5064836116624
28	5	0	13.6649976083277	14.1649976083277
29	1	0	9.76377011195554	14.2637701119555
29	2	0	11.0626447882988	14.5626447882988
29	3	0	11.8316238910618	14.3316238910618
29	4	0	11.9662256587289	13.4662256587289
29	5	0	13.1548170169157	13.6548170169157
30	1	0	9.2996582534602	13.7996582534602
30	2	0	10.2029928239012	13.7029928239012
30	3	0	10.9798810702638	13.4798810702638
30	4	0	13.1532818173808	14.6532818173808
30	5	0	13.6768202951312	14.1768202951312
31	1	1	9.91370414651363	7.41370414651363
31	2	1	12.4221803519534	10.9221803519534
31	3	1	12.3657820158527	11.8657820158527
31	4	1	13.6905289534461	14.1905289534461
31	5	1	14.3583984227048	15.8583984227048
32	1	1	11.3184940607595	8.81849406075948
32	2	1	11.2467793284854	9.74677932848545
32	3	1	12.3029493795571	11.8029493795571
32	4	1	13.5886555525823	14.0886555525823
32	5	1	13.7033664862946	15.2033664862946
33	1	1	10.4352533388483	7.93525333884829
33	2	1	10.8341540724367	9.33415407243674
33	3	1	12.6418187354194	12.1418187354194
33	4	1	12.9790321834366	13.4790321834366
33	5	1	15.1883042141145	16.6883042141145
34	1	1	11.1881913189766	8.68819131897656
34	2	1	11.3103564127586	9.81035641275857
34	3	1	12.526409514571	12.026409514571
34	4	1	12.8401479543215	13.3401479543215
34	5	1	13.5200287311406	15.0200287311406
35	1	1	10.01669460243	7.51669460243003
35	2	1	11.1951031740441	9.69510317404412
35	3	1	12.4099942077113	11.9099942077113
35	4	1	13.467137447452	13.967137447452
35	5	1	13.7447500693536	15.2447500693536
36	1	1	9.59696692895175	7.09696692895175
36	2	1	11.7549390517749	10.2549390517749
36	3	1	12.1049409298407	11.6049409298407
36	4	1	13.950279672928	14.450279672928
36	5	1	15.13793081499	16.63793081499
37	1	1	9.83496710731995	7.33496710731995
37	2	1	11.6424623961943	10.1424623961943
37	3	1	13.5654311654231	13.0654311654231
37	4	1	13.7780409989078	14.2780409989078
37	5	1	14.7572725863083	16.2572725863083
38	1	1	10.1417405698555	7.64174056985546
38	2	1	11.2168607129394	9.71686071293937
38	3	1	12.0899397466704	11.5899397466704
38	4	1	13.0077328393074	13.5077328393074
38	5	1	14.6153198948044	16.1153198948044
39	1	1	10.7830349366349	8.28303493663493
39	2	1	11.3669431199546	9.86694311995465
39	3	1	12.0823626800466	11.5823626800466
39	4	1	13.5301080106523	14.0301080106523
39	5	1	15.2243856651875	16.7243856651875
40	1	1	9.55464956873215	7.05464956873215
40	2	1	10.9120500305644	9.41205003056445
40	3	1	13.3211838738386	12.8211838738386
40	4	1	13.4875591191083	13.9875591191083
40	5	1	15.6906746602632	17.1906746602632
41	1	1	11.2538949382414	9.75389493824144
41	2	1	12.8049044732323	12.3049044732323
41	3	1	13.5758931769129	14.0758931769129
41	4	1	13.7759886102458	15.2759886102458
41	5	1	15.5305599002175	18.0305599002175
42	1	1	10.8408554461423	9.34085544614228
42	2	1	12.878413967047	12.378413967047
42	3	1	13.9904947294153	14.4904947294153
42	4	1	14.4531490962361	15.9531490962361
42	5	1	16.0597759396682	18.5597759396682
43	1	1	11.2516132751362	9.75161327513617
43	2	1	12.2463004487043	11.7463004487043
43	3	1	13.994455477577	14.494455477577
43	4	1	14.0808701766801	15.5808701766801
43	5	1	15.5744097139112	18.0744097139112
44	1	1	11.2589840380138	9.75898403801377
44	2	1	12.1878160547202	11.6878160547202
44	3	1	14.1349183383035	14.6349183383035
44	4	1	14.4830216408555	15.9830216408555
44	5	1	14.812230042136	17.312230042136
45	1	1	10.6735708249087	9.17357082490869
45	2	1	11.9763369620445	11.4763369620445
45	3	1	13.8278530828227	14.3278530828227
45	4	1	13.8697453295271	15.3697453295271
45	5	1	15.5842549085109	18.0842549085109
46	1	1	11.0774355239179	9.57743552391785
46	2	1	12.2882423923337	11.7882423923337
46	3	1	13.12407108038	13.62407108038
46	4	1	15.3394807300181	16.8394807300181
46	5	1	16.2116015746864	18.7116015746864
47	1	1	11.2260651387252	9.72606513872521
47	2	1	12.4995979804125	11.9995979804125
47	3	1	13.2852027206505	13.7852027206505
47	4	1	14.3411940380684	15.8411940380684
47	5	1	16.1060368912325	18.6060368912325
48	1	1	11.9822480386772	10.4822480386772
48	2	1	12.5788486581176	12.0788486581176
48	3	1	12.6033927568445	13.1033927568445
48	4	1	15.2237930255417	16.7237930255417
48	5	1	15.0387245822127	17.5387245822127
49	1	1	10.9825796602383	9.48257966023835
49	2	1	12.9415947836786	12.4415947836786
49	3	1	13.5227021434425	14.0227021434425
49	4	1	14.5945731845021	16.0945731845021
49	5	1	15.2805453905777	17.7805453905777
50	1	1	10.9126366094183	9.41263660941833
50	2	1	12.8627263556266	12.3627263556266
50	3	1	12.5086624364876	13.0086624364876
50	4	1	14.7036980261425	16.2036980261425
50	5	1	15.0407939206955	17.5407939206955
51	1	1	13.5461335846967	13.0461335846967
51	2	1	13.5537691318339	14.0537691318339
51	3	1	14.1928008160737	15.6928008160737
51	4	1	15.8942646656292	18.3942646656292
51	5	1	16.5265662378014	20.0265662378014
52	1	1	13.5660837576539	13.0660837576539
52	2	1	13.6325503923451	14.1325503923451
52	3	1	13.7048889107024	15.2048889107024
52	4	1	15.1382445185336	17.6382445185336
52	5	1	17.1536168059676	20.6536168059676
53	1	1	13.1864183084622	12.6864183084622
53	2	1	13.6810646104262	14.1810646104262
53	3	1	14.366322689575	15.866322689575
53	4	1	15.7557168448848	18.2557168448848
53	5	1	17.3091663005303	20.8091663005303
54	1	1	12.3801546249947	11.8801546249947
54	2	1	13.7546450826768	14.2546450826768
54	3	1	14.3560312911543	15.8560312911543
54	4	1	16.1741598733978	18.6741598733978
54	5	1	16.2903550233924	19.7903550233924
55	1	1	11.190609190496	10.690609190496
55	2	1	13.4599846221909	13.9599846221909
55	3	1	14.3215995573876	15.8215995573876
55	4	1	14.6826579853494	17.1826579853494
55	5	1	16.4512430131571	19.9512430131571
56	1	1	11.9371676127604	11.4371676127604
56	2	1	14.2791446069989	14.7791446069989
56	3	1	15.0404933497178	16.5404933497178
56	4	1	15.7598289757831	18.2598289757831
56	5	1	16.0621681924901	19.5621681924901
57	1	1	13.0856232997306	12.5856232997306
57	2	1	13.7167375668192	14.2167375668192
57	3	1	14.2466261971851	15.7466261971851
57	4	1	15.2130982028729	17.7130982028729
57	5	1	16.3753183607436	19.8753183607436
58	1	1	11.7830511868396	11.2830511868396
58	2	1	13.3903060116218	13.8903060116218
58	3	1	14.3544695452813	15.8544695452813
58	4	1	14.7237526586475	17.2237526586475
58	5	1	17.7329291764301	21.2329291764301
59	1	1	12.1466291948254	11.6466291948254
59	2	1	12.937176973475	13.437176973475
59	3	1	13.8856015984664	15.3856015984664
59	4	1	15.8770451981978	18.3770451981978
59	5	1	17.128874385934	20.628874385934
60	1	1	11.8818866358492	11.3818866358492
60	2	1	13.5107521311836	14.0107521311836
60	3	1	14.7340264360283	16.2340264360283
60	4	1	15.4649781066612	17.9649781066612
60	5	1	15.7925419959138	19.2925419959138
