RPERF1	RPERF2	RPERF3	RPERF4	GROUP
62.590272484051	66.4485189934037	55.8049453122626	48.088205779026	1
42.0822604443715	33.2387776017919	38.9171913629053	54.9011250167321	1
33.8952951621104	71.5607313513368	56.6133535654821	61.8066987361617	0
42.7367325749806	68.4266453485336	80.9868399729606	88.41984525806	1
38.4404166140806	67.7111743017112	72.3633374915099	81.7679589874261	0
45.4717927517643	50.439435288358	51.4699927321192	55.8625856362439	0
70.9506399013576	46.7830037467522	39.8541497773471	53.4180639652754	1
46.635068103475	47.9423023340499	39.4640680360885	48.6730469020929	1
51.4667145206377	50.2723564096596	60.5467624175568	62.2610917167123	1
44.0623791352956	60.7977379941143	80.0248419264378	106.827385283894	1
64.3616211024866	54.9297958952403	60.1300979353391	46.3437476175679	1
51.5337635083247	42.6560641023231	49.6532569859115	49.2222990376047	1
47.1608464017514	57.3381587853091	84.7255641707641	45.243445981247	1
34.9177974397175	31.5076646389199	32.5478999289069	43.0892150607494	1
59.4920052074293	49.4428872618197	54.4893965210215	61.8814650190688	0
31.7267612097105	42.3404917318543	35.151665445573	57.3381388776346	0
43.1996377254193	39.9145757883997	32.42246778338	24.1475470538092	0
63.4562017949779	55.5997228506638	66.3565530195258	74.4495126538473	1
30.3874196741639	51.7237357238717	68.5751815343642	59.683959405428	0
72.7563281752997	63.2406394891847	64.5898980654712	50.8729740941544	0
40.6589786503122	79.1268499665961	50.7823359353551	57.9011145160629	0
73.5185567282285	67.3907440571669	85.2940549270095	68.370173365167	1
58.7565586165362	72.8615692466519	58.0607406290759	34.3757114175872	1
55.2216867710469	60.0244619466989	58.9514621473747	52.0268805819275	1
39.4117182130083	56.3052654434313	51.2339058915456	51.7152474764779	0
75.1863568852088	60.8982460717639	75.8138285288655	97.8966785599924	1
35.8759859786947	41.7230100894921	47.6709346146521	65.4166613636854	0
64.5632795282852	49.1105429901592	67.5364297186335	63.0415809808685	0
55.947867219394	64.0116958385495	70.5111929232124	48.1761274847126	1
23.9727197379306	42.6660668005584	54.3713913543364	59.1409842309027	1
27.1104176758574	30.6277136580202	38.1852094420267	45.603629159751	0
16.2420040555369	48.350789294394	45.4341218486481	74.3586018204097	0
21.2992668877169	51.2936677533119	24.7033850061024	55.3292474273331	1
53.1924447972943	40.8344030247354	44.9145673200849	29.9253491852752	0
33.8245923037311	29.5159965752788	49.8589318387624	66.2581459519679	0
45.2197176163388	46.0856916076147	50.080536480301	42.4748879270415	0
32.4559871583104	46.9108153924125	49.3905635142326	30.1037496245844	0
34.2434717770777	40.1966899613625	62.4032919649494	70.1101607763483	1
69.2168653029914	78.2032089806608	80.4891694701089	78.2341891135232	1
26.3112179765501	56.0199645417318	51.3637517212563	55.2882460323423	1
49.1170807582945	39.2964956604951	66.0970704670399	84.7808089582581	1
38.6009874153706	55.3732446427388	52.0659709073722	53.8401944819619	0
39.954760311424	37.7392322680179	69.9087468541116	68.9694581427118	0
55.3513546886757	57.7113799934359	78.102251287034	95.4410669381121	1
57.9558313941152	55.8491175020662	42.2955232761591	53.8743182252443	0
45.9305455252753	46.500163797616	65.4518364115247	47.9849497054389	1
36.2080768317423	48.6031375845437	54.2982844886819	71.3842459945455	0
79.5237687024209	83.4409522001764	68.8613094093062	72.24788956518	1
43.2115834938073	40.4040966861095	41.1840797501292	25.1177068131836	1
46.2247274965008	77.1830287021185	96.1404196977265	84.2764567009706	1
22.568000376595	23.3331669109793	28.9014430913918	40.7430903049844	1
46.8967477111531	53.9254334962169	49.9545469332069	58.1982977683863	1
49.5534016993841	83.2456426817372	61.4928781326729	48.3923421362699	1
80.5529810023889	63.9882868346879	69.3999450956705	66.4961834610427	0
19.0032071475859	28.2594576346589	48.661308184238	67.2713004962059	0
34.9835208524729	2.22883803390086	31.0846037786852	31.678935839404	0
56.1325763567397	44.642660745878	60.5350489836911	41.0559213878349	1
22.0174385098749	26.2225859542823	21.1622411222877	14.600774822652	0
22.2178370511736	42.2675459704814	22.312410511165	20.6756773885535	0
98.0993930162846	91.6421775669096	84.8205708765263	79.6911107594704	1
46.8511208855644	52.9711168829324	77.1423768805769	71.9527663800733	0
80.8392171131782	71.2726430571042	79.0118564197663	58.8979159471024	1
34.6585467394887	53.4298405020449	74.5544072021413	80.9560698764624	0
60.5333809483866	40.6327092097285	66.2884290290108	62.9986854187391	1
45.3554676258102	38.308934088389	61.8584208345502	48.8459160372517	1
14.7760891351768	37.3295690855318	66.5931258316873	74.6192399570469	0
46.5023510051306	46.6876075552997	38.9317642974461	26.7051571213906	1
45.1966733387296	33.446277671902	55.3386763183797	75.7391323899533	1
38.4419130564188	50.8908167796902	50.4636275159749	59.3321397436688	0
46.9654104754411	70.0252433408434	54.4892217652167	56.4982474319994	0
74.0550228635851	61.7295365586484	65.1407491442692	64.2806015873023	1
51.2440842526661	66.0545252324632	50.0206367681251	35.5645662052636	1
64.7254942039037	59.9921257945327	46.0886864836332	37.1053289271357	1
50.3837186314821	36.7568799016453	34.8582325274278	63.019412791137	0
46.5544601258423	16.9008728491171	33.5121664674419	43.3788408536499	1
80.3588701841566	63.6159752572371	55.9022627390091	63.3887918146275	0
57.5819759004646	65.4012119403701	62.7131618691703	64.6586025076364	0
52.0849365498504	38.0746892707051	49.8048728106047	40.4870853738675	1
35.9908070722842	29.2448373673707	18.3094127737847	47.6335074531045	1
58.7463301898765	71.2593353084993	67.3485394059826	54.7778574771287	1
49.9101202345675	43.42823323174	38.6999906615831	21.1638218780939	1
12.6557014852524	16.5328159434128	55.088337880491	70.1461951398827	0
36.9325340020391	39.7207273604075	54.3795318127114	62.0157409833174	0
57.5460833879586	33.0069337135728	46.813430160535	69.8279992239475	0
26.3750724571701	21.9947789368189	42.2851528415832	49.67441814043	0
64.8090522604432	60.0223212106529	61.2457615467709	62.7334804535199	1
50.0059730523487	60.5031272075253	59.745401938263	60.9042894066478	1
54.4697901465696	36.6761638033935	56.3886801897442	56.4027893613208	0
53.7835400486719	69.3679541185638	91.0842744430447	70.1758734591501	1
68.2117027899936	74.2354704115341	71.862029048533	70.5796970123635	0
24.236613858819	36.4801909927524	64.2295009065267	65.4909859086274	0
53.9456938847189	45.4650611737444	51.4745770375283	76.3110014971501	0
53.7073812501152	34.639737983193	50.6605420917643	33.7637419519857	0
43.8635329236634	59.3559019194941	61.6015740251741	65.4750365623275	0
43.1132226998176	36.6310906825711	68.3627640475388	60.7956838677721	0
39.8758189706133	30.0680096331265	32.9820495962851	40.309167627928	0
53.7846888888873	54.8473138314045	49.1498989592633	40.9009651838875	1
56.705809295804	71.1594931273096	74.1467056601045	51.3505553851009	1
45.560325516639	28.1670053470319	45.8304036630639	64.5476632085588	0
7.18632042173063	52.3924183749466	63.3080093766676	51.2166436628775	0
16.7572749878982	26.8515022147244	45.9700947398293	60.7399395281105	0
52.7607194452113	49.2691378239196	49.9331438155243	50.4947953989832	0
69.6301070690053	42.0691252943088	42.3226524993982	49.1753083896925	0
53.2502995011787	87.3359374546536	79.0136431229112	57.3909259497728	1
32.7948649911973	31.1327066140704	48.7362783474673	88.4210071316782	0
34.4721661366461	28.8951425324554	45.1427270146764	62.8229096703077	0
73.3905598100722	54.8468799609033	52.9185730371996	43.8361334194668	1
57.0331808332745	34.2947854560313	52.8525107689492	27.2622801158827	0
51.7597444984268	33.2886368732171	42.5830508127759	50.8085199128496	0
92.0911301978017	50.7345160984273	59.4792719505552	66.4134028433385	1
79.3808316710297	72.3563429421764	99.3693571534265	87.0668198982255	1
60.8872399391962	56.8730488981145	62.0336525602435	61.8647983495827	1
51.6715617619918	49.9746712315642	71.9423008766412	57.2405709259174	1
47.0928064398793	47.8088122216701	70.0659175051992	57.380802464015	1
16.446050640074	29.1831204986386	23.7590142805061	32.2831292591745	0
39.8195080018293	48.2510460534872	55.5665106131926	59.5751158030577	1
57.0140910993867	58.6327471666225	42.035868247902	39.5512211684525	1
59.6394597207112	50.0456329383785	80.4843491244525	37.7821389225703	1
92.3181037518188	78.7120367213171	67.1586062843548	77.2591019763069	1
55.2673539482084	60.7497713938565	68.0543057756458	69.7926001285705	1
39.834809334504	59.9420969633561	47.7178319325638	76.9754536025375	1
36.9377174302279	51.9014428445054	53.3576656289592	63.5356389825499	1
55.8211820858075	14.4248697290439	25.6739422414965	29.2568817818436	1
70.7825969320236	54.1012253393446	59.9620882212304	60.7066722483176	1
35.8157614994664	65.9309198610265	29.8424450981326	43.5772559006557	0
37.1030943151977	32.5936982327068	14.0308940483159	24.8388197378	0
12.6657206999356	24.9294122829078	33.9688048624087	47.0487212984548	0
51.2181278968452	42.5052555611948	42.9819314294627	55.0120857530726	1
40.1846400646502	47.7811260160747	58.9852649408503	76.6154542659577	0
47.7618784989805	43.776760968873	50.7628114460789	61.1608257594748	0
59.1652257887554	48.051411258451	52.0207486105818	73.3109814648534	0
31.8383493112836	17.5726326405984	56.1941712972109	50.2981198855928	0
60.160704932289	45.6688336745199	46.1307480870615	42.3180618151458	1
59.1392494908203	46.1598780619017	86.6511282308889	77.7452611735693	0
50.0595430918745	72.3599265474318	47.3430691620173	60.5967201305887	0
45.0704498781814	54.8935534844159	45.5267582535942	46.5320370783924	1
79.5985973733916	69.4737771410996	55.2609842372057	50.2182922595799	1
43.1137917439705	41.5355527234713	56.1119091958177	80.8452524869543	0
72.9199608700074	78.4748914313307	62.6277656240286	68.8868796995579	0
54.5326859983855	65.6797222775458	66.971304322621	56.655127301634	1
56.9964363018516	96.2849461702484	74.5561506467045	83.9131042960409	1
.000798873015609658	.00118037250713643	1.03044137775279	8.91881516195052	0
51.1192209469656	64.2131340334712	84.6191390235914	80.7973293293529	1
17.811124843219	18.943482374334	50.9318983595854	54.3238604263929	0
71.5212121322035	53.6619569718312	75.9079685229288	91.8995781810203	0
88.4217846703525	77.4418550022731	50.6910481274919	40.4200396800243	1
56.1225228964349	42.7247833167721	76.0766174076665	57.6131256383386	1
83.5134903504176	77.4911427604512	66.39502003607	54.6732133736466	1
28.516691354322	40.8081784055749	66.2004286751473	88.0566517250477	0
47.1964864217358	40.946303725906	26.6033208525886	47.1793334629941	0
40.2428861164934	53.6918439009059	54.6876027887282	62.6467211771091	1
31.3235736093591	19.7417874928532	14.8103167025261	53.460915847453	0
54.7517875311723	50.7329238892756	75.9876772562142	73.3588204693012	1
21.179052811624	56.7851485215726	70.7830929939184	57.7889038799602	0
38.2397499126118	40.4154248097258	51.7805310845697	59.0997312566143	1
47.0816205537487	50.9782913747676	47.4048597158722	44.439577019096	1
78.9551284151566	62.1896903758899	48.5178043539524	46.4833687918694	1
39.1148782459083	77.8663956541597	54.4945676487185	51.5676863775059	1
35.4043422144746	39.9300110981565	53.2843286110849	71.4601322023955	1
70.6481839715436	43.8474503207653	22.4203819292544	51.0193787613954	1
52.2264073988646	57.4505857664114	57.3707476710285	44.6631423435498	1
55.1364166776438	74.6573752176653	40.8760041616795	54.9734492297659	1
26.0478374843369	41.0551432807282	54.8708688263151	42.7530647649904	0
63.8403825859132	80.7361193882816	94.2710605236261	82.3202808730382	1
38.0123056635807	39.794245577761	45.3057135103029	68.8956696012666	1
62.0016405864754	63.4348003168496	99.2205269789818	105.348793468514	0
54.8646564440386	24.478432794533	28.9030121040666	55.6232374502517	1
57.166090107371	56.9909880439908	61.1210144731198	62.4356189701651	1
20.7549755909545	34.8351076119599	60.1493087029353	67.4328007096664	0
