row school normexam schavg standLRT sex student id
156 211 4 0.1941492 0.0917642 -0.042152 M 167 4.167
157 212 4 0.5443412 0.0917642 0.5364082 M 157 4.157
158 213 4 0.6787592 0.0917642 -0.703364 M 158 4.158
159 214 4 -0.062088 0.0917642 0.9496652 M 160 4.160
160 215 4 1.1094382 0.0917642 0.3711052 M 159 4.159
161 216 4 -0.699505 0.0917642 0.7843622 M 192 4.192
162 217 4 -0.85267 0.0917642 0.3711052 F 28 4.28
163 218 4 -1.335315 0.0917642 -1.860484 M 29 4.29
164 219 4 -2.291731 0.0917642 -1.860484 M 30 4.30
165 220 4 0.1941492 0.0917642 -0.538061 F 27 4.27
166 221 4 1.4395322 0.0917642 0.6190592 F 26 4.26
167 222 4 0.1340672 0.0917642 0.0404992 F 24 4.24
168 223 4 -0.555112 0.0917642 0.0404992 F 37 4.37
169 224 4 -0.555112 0.0917642 -0.951318 M 38 4.38
170 225 4 0.8965662 0.0917642 0.1231502 F 32 4.32
171 226 4 -0.555112 0.0917642 -0.207455 M 36 4.36
172 227 4 2.0397092 0.0917642 1.7761802 F 34 4.34
173 228 4 0.8219882 0.0917642 0.0404992 M 39 4.39
174 229 4 1.5792202 0.0917642 -0.538061 F 10 4.10
175 230 4 1.0396082 0.0917642 0.0404992 F 12 4.12
176 231 4 2.1029752 0.0917642 2.2720892 F 6 4.6
177 232 4 0.5443412 0.0917642 1.1976192 M 5 4.5
178 233 4 1.9771072 0.0917642 2.3547402 M 22 4.22
179 234 4 0.6787592 0.0917642 1.5282252 F 20 4.20
180 235 4 0.7472282 0.0917642 0.7017112 M 21 4.21
181 236 4 1.5061852 0.0917642 2.1067862 M 14 4.14
182 237 4 2.1029752 0.0917642 0.8670142 F 19 4.19
183 238 4 -0.555112 0.0917642 -0.703364 M 15 4.15
184 239 4 -0.555112 0.0917642 -0.620713 F 84 4.84
185 240 4 -0.062088 0.0917642 0.8670142 F 73 4.73
186 241 4 -1.029067 0.0917642 0.2058022 M 74 4.74
187 242 4 -0.623051 0.0917642 0.1231502 M 75 4.75
188 243 4 -0.492781 0.0917642 -0.786016 F 68 4.68
189 244 4 -0.939378 0.0917642 -1.777833 F 67 4.67
190 245 4 -1.029067 0.0917642 -0.786016 F 81 4.81
191 246 4 0.0735362 0.0917642 0.6190592 F 82 4.82
192 247 4 1.1758492 0.0917642 1.6935282 M 76 4.76
193 248 4 -1.219486 0.0917642 -0.703364 M 77 4.77
194 249 4 -0.623051 0.0917642 -0.042152 M 79 4.79
195 250 4 2.3136012 0.0917642 0.4537562 F 41 4.41
196 251 4 -1.62373 0.0917642 -0.951318 M 44 4.44
197 252 4 -0.555112 0.0917642 0.0404992 M 49 4.49
198 253 4 -0.265159 0.0917642 0.7843622 F 43 4.43
199 254 4 -0.85267 0.0917642 -0.290107 M 42 4.42
200 255 4 0.7472282 0.0917642 0.7843622 F 60 4.60
201 256 4 1.1094382 0.0917642 1.8588312 F 51 4.51
202 257 4 1.9003352 0.0917642 1.4455742 M 54 4.54
203 258 4 -0.062088 0.0917642 -0.538061 M 57 4.57
204 259 4 0.3280722 0.0917642 0.1231502 M 55 4.55
205 260 5 1.0396082 0.2105252 -0.372758 F 171 5.171
206 261 5 1.0396082 0.2105252 0.2058022 M 166 5.166
207 262 5 0.1941492 0.2105252 0.2884532 F 172 5.172
208 263 5 0.1941492 0.2105252 0.0404992 M 127 5.127
209 264 5 0.2613242 0.2105252 0.9496652 M 161 5.161
210 265 5 1.5061852 0.2105252 0.7017112 F 130 5.130
211 266 5 0.3280722 0.2105252 1.1976192 F 145 5.145
212 267 5 -0.129085 0.2105252 -0.372758 F 115 5.115
213 268 5 -1.118624 0.2105252 -0.372758 F 238 5.238
214 269 5 0.1941492 0.2105252 0.5364082 F 232 5.232
215 270 5 0.3280722 0.2105252 -0.124804 M 242 5.242
216 271 5 1.1094382 0.2105252 1.7761802 M 250 5.250
217 272 5 0.7472282 0.2105252 0.4537562 F 197 5.197
218 273 5 -0.062088 0.2105252 -0.372758 M 209 5.209
219 274 5 0.4026692 0.2105252 -0.207455 M 226 5.226
220 275 5 2.1029752 0.2105252 2.0241342 F 218 5.218
221 276 5 0.3280722 0.2105252 -0.620713 M 225 5.225
222 277 5 1.5792202 0.2105252 -0.207455 M 265 5.265
223 278 5 0.6107292 0.2105252 0.2884532 F 32 5.32
224 279 5 0.6787592 0.2105252 0.6190592 F 39 5.39
225 280 5 0.1941492 0.2105252 0.5364082 M 41 5.41
226 281 5 -0.129085 0.2105252 -1.199273 F 4 5.4
227 282 5 1.1758492 0.2105252 -0.372758 F 26 5.26
228 283 5 0.2613242 0.2105252 0.7017112 M 13 5.13
229 284 5 1.4395322 0.2105252 1.1976192 F 17 5.17
230 285 5 0.4781942 0.2105252 0.1231502 M 110 5.110
231 286 5 -1.219486 0.2105252 -0.703364 F 84 5.84
232 287 5 -0.492781 0.2105252 -0.290107 M 74 5.74
233 288 5 1.3101422 0.2105252 0.4537562 M 92 5.92
234 289 5 0.6107292 0.2105252 0.5364082 M 93 5.93
235 290 5 -0.776109 0.2105252 -0.786016 F 53 5.53
236 291 5 -1.219486 0.2105252 -0.372758 F 54 5.54
237 292 5 1.1758492 0.2105252 0.8670142 M 66 5.66
238 293 5 0.4026692 0.2105252 0.5364082 F 61 5.61
239 294 5 -0.419801 0.2105252 -0.290107 F 64 5.64
240 565 9 -1.526653 -0.494304 0.2058022 M 106 9.106
241 566 9 -1.118624 -0.494304 0.2058022 M 101 9.101
242 567 9 -1.335315 -0.494304 -2.934953 M 117 9.117
243 568 9 1.5792202 -0.494304 -0.703364 M 121 9.121
244 569 9 -0.492781 -0.494304 -1.61253 M 79 9.79
245 570 9 -0.555112 -0.494304 -0.703364 M 93 9.93
246 571 9 -0.699505 -0.494304 -2.19109 F 86 9.86
247 572 9 0.4026692 -0.494304 0.6190592 M 77 9.77
248 573 9 -0.939378 -0.494304 -1.61253 F 161 9.161
249 574 9 -0.623051 -0.494304 -1.777833 M 170 9.170
250 575 9 0.8965662 -0.494304 1.0323172 M 168 9.168
251 576 9 0.0735362 -0.494304 0.2058022 M 169 9.169
252 577 9 0.7472282 -0.494304 0.6190592 F 131 9.131
253 578 9 -0.062088 -0.494304 -0.703364 M 146 9.146
254 579 9 -0.623051 -0.494304 -0.786016 F 157 9.157
255 580 9 -0.699505 -0.494304 0.5364082 M 155 9.155
256 581 9 -1.029067 -0.494304 -0.290107 M 147 9.147
257 582 9 -0.555112 -0.494304 0.9496652 F 148 9.148
258 583 9 -0.265159 -0.494304 -1.777833 F 26 9.26
259 584 9 -1.335315 -0.494304 -1.364576 M 36 9.36
260 585 9 0.4781942 -0.494304 0.1231502 F 31 9.31
261 586 9 -0.265159 -0.494304 -0.124804 M 8 9.8
262 587 9 0.5443412 -0.494304 -0.042152 F 14 9.14
263 588 9 -1.62373 -0.494304 -2.686999 M 13 9.13
264 589 9 -2.108644 -0.494304 -2.934953 M 9 9.9
265 590 9 -0.129085 -0.494304 0.3711052 M 62 9.62
266 591 9 0.0735362 -0.494304 0.8670142 M 60 9.60
267 592 9 0.0735362 -0.494304 0.8670142 M 59 9.59
268 593 9 -1.335315 -0.494304 -0.620713 F 68 9.68
269 594 9 -1.118624 -0.494304 -0.620713 F 63 9.63
270 595 9 -1.526653 -0.494304 -0.45541 M 67 9.67
271 596 9 0.4781942 -0.494304 1.1976192 F 44 9.44
272 597 9 -0.197611 -0.494304 -0.786016 F 41 9.41
273 598 9 0.0043222 -0.494304 0.1231502 F 58 9.58
274 599 10 0.4026692 0.1892722 1.1149682 M 81 10.81
275 600 10 -0.338842 0.1892722 -0.538061 M 83 10.83
276 601 10 0.2613242 0.1892722 -1.447227 F 80 10.80
277 602 10 -0.419801 0.1892722 -0.372758 M 79 10.79
278 603 10 0.1340672 0.1892722 0.7017112 M 84 10.84
279 604 10 -0.338842 0.1892722 -0.372758 M 92 10.92
280 605 10 1.5792202 0.1892722 0.2884532 M 67 10.67
281 606 10 0.0735362 0.1892722 -0.207455 F 68 10.68
282 607 10 0.1340672 0.1892722 0.2884532 F 64 10.64
283 608 10 0.0043222 0.1892722 -0.042152 M 74 10.74
284 609 10 0.0043222 0.1892722 0.5364082 M 72 10.72
285 610 10 -0.623051 0.1892722 1.0323172 M 71 10.71
286 611 10 -0.062088 0.1892722 0.7017112 F 61 10.61
287 612 10 -0.419801 0.1892722 1.1149682 M 114 10.114
288 613 10 0.1340672 0.1892722 -0.042152 M 117 10.117
289 614 10 0.0043222 0.1892722 0.0404992 M 112 10.112
290 615 10 -0.419801 0.1892722 0.2058022 M 111 10.111
291 616 10 -0.939378 0.1892722 0.1231502 M 126 10.126
292 617 10 -0.129085 0.1892722 0.0404992 F 121 10.121
293 618 10 -0.265159 0.1892722 0.1231502 M 122 10.122
294 619 10 -0.338842 0.1892722 0.6190592 F 93 10.93
295 620 10 -0.939378 0.1892722 -0.45541 F 97 10.97
296 621 10 0.4026692 0.1892722 0.5364082 M 99 10.99
297 622 10 -0.623051 0.1892722 1.0323172 F 95 10.95
298 623 10 -0.623051 0.1892722 -0.207455 F 101 10.101
299 624 10 -1.118624 0.1892722 0.6190592 M 102 10.102
300 625 10 -0.338842 0.1892722 -0.786016 M 127 10.127
301 626 10 -0.265159 0.1892722 0.5364082 M 19 10.19
302 627 10 -0.776109 0.1892722 0.0404992 F 18 10.18
303 628 10 0.0043222 0.1892722 1.8588312 M 27 10.27
304 629 10 -1.62373 0.1892722 0.5364082 M 26 10.26
305 630 10 -1.029067 0.1892722 -0.868667 F 25 10.25
306 631 10 0.2613242 0.1892722 -0.290107 F 4 10.4
307 632 10 0.0735362 0.1892722 0.1231502 F 5 10.5
308 633 10 -1.029067 0.1892722 -1.116621 M 3 10.3
309 634 10 1.5792202 0.1892722 2.0241342 F 15 10.15
310 635 10 -0.492781 0.1892722 0.0404992 F 13 10.13
311 636 10 -1.526653 0.1892722 -0.703364 M 12 10.12
312 637 10 0.2613242 0.1892722 0.9496652 F 11 10.11
313 638 10 -0.492781 0.1892722 -0.042152 M 49 10.49
314 639 10 -1.219486 0.1892722 -0.042152 M 50 10.50
315 640 10 -0.129085 0.1892722 1.6108772 M 47 10.47
316 641 10 -0.265159 0.1892722 0.8670142 M 45 10.45
317 642 10 0.6787592 0.1892722 1.3629222 F 58 10.58
318 643 10 -1.526653 0.1892722 0.4537562 M 51 10.51
319 644 10 -0.699505 0.1892722 -0.45541 M 54 10.54
320 645 10 -0.062088 0.1892722 -0.290107 F 29 10.29
321 646 10 -0.939378 0.1892722 -0.951318 M 34 10.34
322 647 10 0.0735362 0.1892722 -0.786016 M 40 10.40
323 648 10 0.4781942 0.1892722 -0.042152 F 39 10.39
324 711 12 -0.623051 -0.00874 -0.951318 F 42 12.42
325 712 12 0.7472282 -0.00874 0.6190592 F 44 12.44
326 713 12 -1.723882 -0.00874 -1.116621 M 40 12.40
327 714 12 0.0043222 -0.00874 1.1149682 F 59 12.59
328 715 12 0.5443412 -0.00874 0.7017112 M 56 12.56
329 716 12 0.4026692 -0.00874 0.1231502 F 23 12.23
330 717 12 0.5443412 -0.00874 0.7017112 F 25 12.25
331 718 12 -1.118624 -0.00874 -0.703364 M 18 12.18
332 719 12 -2.108644 -0.00874 -0.45541 M 21 12.21
333 720 12 1.1094382 -0.00874 -0.042152 F 19 12.19
334 721 12 0.6787592 -0.00874 0.1231502 M 39 12.39
335 722 12 0.2613242 -0.00874 -0.372758 F 38 12.38
336 723 12 0.8965662 -0.00874 0.2884532 M 26 12.26
337 724 12 -0.419801 -0.00874 -0.207455 M 28 12.28
338 725 12 1.2405332 -0.00874 1.1149682 F 16 12.16
339 726 12 -0.265159 -0.00874 -0.951318 M 91 12.91
340 727 12 0.1941492 -0.00874 0.4537562 F 93 12.93
341 728 12 0.2613242 -0.00874 1.1149682 F 85 12.85
342 729 12 -0.939378 -0.00874 -0.45541 F 100 12.100
343 730 12 0.8219882 -0.00874 0.0404992 M 101 12.101
344 731 12 -0.419801 -0.00874 -0.868667 M 97 12.97
345 732 12 -0.197611 -0.00874 -0.703364 M 98 12.98
346 733 12 -1.335315 -0.00874 -0.207455 M 66 12.66
347 734 12 -0.338842 -0.00874 -0.703364 F 64 12.64
348 735 12 -0.492781 -0.00874 1.1149682 F 81 12.81
349 736 12 -0.555112 -0.00874 -1.281924 M 78 12.78
350 737 12 0.0735362 -0.00874 0.8670142 F 69 12.69
351 738 12 -1.62373 -0.00874 -1.61253 M 73 12.73
352 739 12 0.8965662 -0.00874 0.7843622 F 139 12.139
353 740 12 -0.265159 -0.00874 1.1976192 M 148 12.148
354 741 12 -1.526653 -0.00874 -0.868667 M 143 12.143
355 742 12 -0.699505 -0.00874 -1.943136 F 144 12.144
356 743 12 0.0043222 -0.00874 1.5282252 M 137 12.137
357 744 12 0.1340672 -0.00874 0.7843622 F 135 12.135
358 745 12 0.8965662 -0.00874 0.3711052 F 15 12.15
359 746 12 0.0043222 -0.00874 -0.207455 M 109 12.109
360 747 12 -0.555112 -0.00874 0.7843622 F 106 12.106
361 748 12 0.1941492 -0.00874 0.0404992 F 12 12.12
362 749 12 0.8965662 -0.00874 -0.620713 F 14 12.14
363 750 12 0.1340672 -0.00874 -1.199273 M 3 12.3
364 751 12 -0.197611 -0.00874 -0.703364 F 6 12.6
365 752 12 0.3280722 -0.00874 -0.372758 M 120 12.120
366 753 12 0.3280722 -0.00874 1.2802712 M 123 12.123
367 754 12 0.6787592 -0.00874 0.6190592 M 122 12.122
368 755 12 0.6787592 -0.00874 0.0404992 F 129 12.129
369 756 12 -1.029067 -0.00874 -0.124804 M 125 12.125
370 757 12 0.0735362 -0.00874 0.4537562 F 126 12.126
371 758 13 -0.555112 -0.149341 -1.199273 F 95 13.95
372 759 13 -0.699505 -0.149341 -0.786016 M 67 13.67
373 760 13 -0.939378 -0.149341 -1.777833 F 65 13.65
374 761 13 0.2613242 -0.149341 -0.290107 F 63 13.63
375 762 13 0.1340672 -0.149341 1.0323172 F 68 13.68
376 763 13 0.5443412 -0.149341 0.2058022 F 69 13.69
377 764 13 -0.555112 -0.149341 -0.786016 F 72 13.72
378 765 13 -0.419801 -0.149341 0.6190592 M 55 13.55
379 766 13 -1.836687 -0.149341 -0.538061 M 54 13.54
380 767 13 -1.723882 -0.149341 -1.116621 M 61 13.61
381 768 13 0.1340672 -0.149341 -0.042152 F 59 13.59
382 769 13 -1.526653 -0.149341 -1.943136 M 57 13.57
383 770 13 0.0735362 -0.149341 -0.45541 F 94 13.94
384 771 13 -1.219486 -0.149341 -2.934953 M 88 13.88
385 772 13 -0.623051 -0.149341 -0.207455 F 87 13.87
386 773 13 1.5061852 -0.149341 1.4455742 F 85 13.85
387 774 13 1.1094382 -0.149341 1.2802712 M 89 13.89
388 775 13 -1.962075 -0.149341 -1.116621 F 90 13.90
389 776 13 -1.335315 -0.149341 0.6190592 F 73 13.73
390 777 13 2.3136012 -0.149341 1.6108772 F 76 13.76
391 778 13 -1.438662 -0.149341 -2.108439 M 74 13.74
392 779 13 -1.438662 -0.149341 -1.03397 M 83 13.83
393 780 13 -0.85267 -0.149341 -0.868667 F 82 13.82
394 781 13 -0.265159 -0.149341 -0.372758 M 78 13.78
395 782 13 -1.029067 -0.149341 -0.372758 F 50 13.50
396 783 13 0.2613242 -0.149341 -0.290107 M 140 13.140
397 784 13 -0.419801 -0.149341 -0.372758 M 135 13.135
398 785 13 -0.197611 -0.149341 0.2884532 F 131 13.131
399 786 13 -1.219486 -0.149341 -0.207455 M 146 13.146
400 787 13 -2.75266 -0.149341 -1.529879 M 147 13.147
401 788 13 0.3280722 -0.149341 -0.290107 F 143 13.143
402 789 13 0.8965662 -0.149341 1.1976192 M 96 13.96
403 790 13 -0.555112 -0.149341 -1.695182 M 112 13.112
404 791 13 0.5443412 -0.149341 -0.290107 M 115 13.115
405 792 13 -0.419801 -0.149341 -0.290107 M 109 13.109
406 793 13 0.0043222 -0.149341 0.7843622 F 105 13.105
407 794 13 -0.197611 -0.149341 0.2058022 F 125 13.125
408 795 13 0.9675862 -0.149341 2.8506492 F 127 13.127
409 796 13 1.1758492 -0.149341 0.3711052 F 117 13.117
410 797 13 0.9675862 -0.149341 0.9496652 M 119 13.119
411 798 13 1.0396082 -0.149341 -1.199273 F 124 13.124
412 799 13 0.4781942 -0.149341 1.2802712 F 123 13.123
413 800 13 -1.438662 -0.149341 -2.025787 F 48 13.48
414 801 13 -0.419801 -0.149341 -0.538061 F 28 13.28
415 802 13 0.8219882 -0.149341 -0.042152 F 31 13.31
416 803 13 -0.129085 -0.149341 -1.03397 M 25 13.25
417 804 13 0.4781942 -0.149341 -0.124804 F 22 13.22
418 805 13 -0.623051 -0.149341 -0.290107 M 45 13.45
419 806 13 -0.776109 -0.149341 0.4537562 F 46 13.46
420 807 13 -1.118624 -0.149341 -0.207455 F 36 13.36
421 808 13 -0.555112 -0.149341 1.6108772 M 37 13.37
422 809 13 1.2405332 -0.149341 0.3711052 F 39 13.39
423 810 13 0.1340672 -0.149341 0.3711052 M 6 13.6
424 811 13 0.1941492 -0.149341 0.5364082 F 10 13.10
425 812 13 1.7348992 -0.149341 1.6108772 F 11 13.11
426 813 13 -0.623051 -0.149341 -0.124804 F 12 13.12
427 814 13 0.8219882 -0.149341 0.7017112 F 7 13.7
428 815 13 0.2613242 -0.149341 0.0404992 M 9 13.9
429 816 13 -1.219486 -0.149341 -0.951318 F 8 13.8
430 817 13 -0.129085 -0.149341 -0.124804 F 21 13.21
431 818 13 -1.335315 -0.149341 -0.45541 F 19 13.19
432 819 13 -0.197611 -0.149341 0.0404992 M 20 13.20
433 820 13 -0.555112 -0.149341 -0.45541 M 14 13.14
434 821 13 -0.85267 -0.149341 0.4537562 F 16 13.16
435 822 14 1.6618062 0.3264402 1.2802712 F 98 14.98
436 823 14 0.4781942 0.3264402 -0.372758 M 97 14.97
