case_ID F2_1 C_2 F2_3 C_4 F2_5 C_6 F2_7 C_8 F2_9 C_10 F2_11 C_12 F2_13 C_14 F2_15 C_16 F2_17 C_18 F2_19 C_20
68 1 0 0 0 0 0 0 1 0 1 1 1 1 0 1 1 1 1 0 0
69 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
70 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1
72 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0
73 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1
74 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0
75 0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0
76 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0
77 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1
78 0 1 0 1 0 0 0 1 0 1 1 0 1 0 1 1 0 1 0 0
79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
80 0 1 0 1 0 1 1 0 0 1 1 0 0 1 1 0 0 1 0 0
81 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
82 0 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 1 0 1
83 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0
84 1 1 0 0 0 0 1 0 1 1 1 1 1 1 0 1 0 0 0 0
85 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 1 0 0 0
86 0 0 0 0 0 1 1 0 1 0 1 0 1 1 0 1 0 0 0 0
87 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 0
88 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1
89 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0
90 1 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1
91 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0
92 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1
93 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1
94 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0
95 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 0 0 1
96 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 1 0 0 1
97 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0
98 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0
99 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0
100 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0
101 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
102 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
103 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0
104 0 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0
105 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1
106 0 1 0 0 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 0
107 0 1 0 0 1 1 1 0 0 1 1 1 1 0 1 1 0 0 0 0
108 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0
109 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0
110 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
111 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1
112 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0
113 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1
114 0 0 0 1 0 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1
115 1 1 0 0 1 1 0 0 0 1 1 0 1 0 1 1 0 0 0 1
116 0 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1
117 0 1 0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 0 0 0
118 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
120 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1
121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
122 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 0 0 0 1
123 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
124 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
125 0 0 0 0 0 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1
126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
127 0 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 1
128 0 0 0 1 1 1 1 1 1 0 1 0 0 0 1 1 1 0 0 0
129 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1
130 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1
131 0 1 0 1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 0 0
132 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
133 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
134 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
135 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
136 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0
137 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
138 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 1
139 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
140 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1
141 0 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0
142 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
143 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
144 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
145 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0
146 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1
147 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1
148 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0
149 0 0 0 1 1 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0
150 0 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 0 0 0 0
151 0 1 1 1 0 1 1 0 0 1 1 0 1 1 1 1 1 0 0 1
152 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0
153 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
154 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0
155 0 1 0 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0
156 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0
157 0 1 1 1 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1
158 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
159 0 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0
160 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
161 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0
162 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0
163 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
164 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0
165 0 1 0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 0
166 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1
167 0 0 1 0 0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0
168 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0
169 0 1 0 0 0 0 1 1 0 1 0 0 1 0 1 1 1 0 0 0
170 1 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0 0 1
171 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
172 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 0 0
173 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 0
174 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
175 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0
176 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0
177 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
178 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1
179 0 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 1
180 0 1 1 1 0 1 0 1 1 1 0 0 0 0 1 1 0 1 0 0
181 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 0
182 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 0 0 0
183 1 1 0 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 1
184 0 1 1 0 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 0
185 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 1 0 0
186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
187 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
189 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1
190 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0
191 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 1
192 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0
193 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 0 0 0 0
194 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 0 0
195 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1
196 1 0 0 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 1
197 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0
198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
199 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0
200 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1
201 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0
202 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0
203 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
205 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0
206 0 0 1 0 0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0
207 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
208 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0
209 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0
210 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 0 0
211 0 1 1 0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0
212 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0
213 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0
214 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 1 0 0 0 0
215 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0
216 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 0 1
217 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
218 0 1 1 0 0 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1
219 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
220 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1
221 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
222 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 0
223 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
224 0 1 1 0 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1
225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
226 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 0 0 0 0
227 1 0 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 1
228 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
229 1 1 1 0 0 1 0 0 0 1 1 0 1 0 1 1 0 1 0 0
230 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 0
231 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
232 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0 0
233 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0
234 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
235 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
236 0 1 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 1 0 0
237 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1
238 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1
239 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
240 0 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1
241 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0
242 0 1 0 1 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0
243 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0
244 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 0 0
245 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 0 1
246 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
247 0 1 1 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0
248 0 1 0 0 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1
249 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0
250 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 1
251 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
252 0 1 1 1 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 1
253 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
254 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1
255 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
256 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1
257 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0
258 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0
259 1 1 0 0 0 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0
260 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1
261 1 1 0 0 0 1 1 1 0 1 0 0 1 1 0 1 0 0 0 0
262 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0
263 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
264 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1
265 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 0 0 1
266 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1
267 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 0 0 0 0
268 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
269 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
270 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1
271 0 0 1 1 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 0
272 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
273 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
274 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1
275 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
276 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
277 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0
278 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0
279 0 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 0 0 0 1
280 1 0 0 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 0
281 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0
282 1 1 0 1 0 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1
283 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
284 0 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1
285 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
286 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0
287 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1
288 1 1 1 1 0 1 1 0 0 1 1 0 1 1 1 1 1 0 0 0
289 0 1 1 0 1 0 0 0 0 1 1 1 1 0 1 1 0 0 0 0
290 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
291 0 1 0 0 0 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0
292 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
293 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0
294 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0
295 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1
296 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
297 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0
298 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1
299 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1
300 0 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 1 0 0 0
301 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
302 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1
303 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1
304 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
305 0 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0
306 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1
307 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 0
308 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1
309 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0
310 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
311 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0
312 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 1
313 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0
314 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
315 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
316 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0
317 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0
318 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1 1 1 0 0 1
319 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0
320 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0
321 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
322 0 1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 0 0 1
323 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 0
324 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
325 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0
326 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0
327 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
328 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0
